# g, gerr, r, rerr
2.229400000000000048e+01 1.079999999999999988e-01 2.197200000000000131e+01 1.160000000000000059e-01
2.233399999999999963e+01 1.290000000000000036e-01 2.094900000000000162e+01 5.600000000000000117e-02
2.117299999999999827e+01 4.299999999999999656e-02 2.072800000000000153e+01 5.199999999999999761e-02
1.667999999999999972e+01 1.099999999999999936e-02 1.619399999999999906e+01 6.000000000000000125e-03
2.170599999999999952e+01 6.600000000000000311e-02 2.139699999999999847e+01 7.000000000000000666e-02
2.027100000000000080e+01 2.400000000000000050e-02 1.989199999999999946e+01 2.000000000000000042e-02
2.015700000000000003e+01 2.400000000000000050e-02 1.980000000000000071e+01 2.599999999999999881e-02
2.084900000000000020e+01 3.500000000000000333e-02 2.045700000000000074e+01 4.499999999999999833e-02
2.206899999999999906e+01 9.800000000000000377e-02 2.126099999999999923e+01 7.099999999999999367e-02
2.193700000000000117e+01 7.699999999999999900e-02 2.135800000000000054e+01 7.900000000000000078e-02
2.227799999999999869e+01 1.250000000000000000e-01 2.148100000000000165e+01 9.500000000000000111e-02
2.038299999999999912e+01 2.800000000000000058e-02 2.008999999999999986e+01 3.500000000000000333e-02
2.206200000000000117e+01 9.600000000000000200e-02 2.143100000000000094e+01 7.099999999999999367e-02
2.110099999999999909e+01 4.599999999999999922e-02 2.078200000000000003e+01 4.599999999999999922e-02
1.965099999999999980e+01 3.099999999999999978e-02 1.932000000000000028e+01 2.599999999999999881e-02
2.074800000000000111e+01 4.000000000000000083e-02 2.043900000000000006e+01 3.899999999999999994e-02
2.188200000000000145e+01 8.200000000000000344e-02 2.143100000000000094e+01 8.899999999999999578e-02
2.114699999999999847e+01 4.599999999999999922e-02 1.978300000000000125e+01 2.599999999999999881e-02
2.198100000000000165e+01 9.099999999999999756e-02 2.148000000000000043e+01 8.400000000000000522e-02
2.141300000000000026e+01 4.599999999999999922e-02 2.102199999999999847e+01 5.700000000000000205e-02
2.249599999999999866e+01 1.360000000000000098e-01 2.189300000000000068e+01 1.479999999999999927e-01
2.139399999999999835e+01 6.800000000000000488e-02 2.088200000000000145e+01 5.199999999999999761e-02
2.162399999999999878e+01 5.899999999999999689e-02 2.120599999999999952e+01 6.099999999999999867e-02
1.953200000000000003e+01 1.499999999999999944e-02 1.926200000000000045e+01 1.499999999999999944e-02
1.987900000000000134e+01 1.899999999999999953e-02 1.956500000000000128e+01 2.100000000000000130e-02
2.158599999999999852e+01 5.000000000000000278e-02 2.115899999999999892e+01 5.399999999999999939e-02
2.317999999999999972e+01 2.320000000000000118e-01 2.161100000000000065e+01 9.600000000000000200e-02
2.168700000000000117e+01 6.800000000000000488e-02 2.122899999999999920e+01 7.599999999999999811e-02
2.168299999999999983e+01 6.300000000000000044e-02 2.116100000000000136e+01 5.899999999999999689e-02
2.108200000000000074e+01 4.000000000000000083e-02 2.072400000000000020e+01 3.699999999999999817e-02
2.098300000000000054e+01 4.399999999999999745e-02 2.052100000000000080e+01 4.100000000000000172e-02
2.083999999999999986e+01 4.700000000000000011e-02 2.043499999999999872e+01 4.000000000000000083e-02
2.100499999999999901e+01 1.130000000000000032e-01 2.000499999999999901e+01 7.799999999999999989e-02
2.172800000000000153e+01 8.200000000000000344e-02 2.146999999999999886e+01 1.029999999999999943e-01
1.261400000000000077e+01 1.250000000000000000e-01 1.182799999999999940e+01 1.029999999999999943e-01
2.148499999999999943e+01 5.099999999999999672e-02 2.105099999999999838e+01 6.600000000000000311e-02
2.033800000000000097e+01 3.200000000000000067e-02 1.929400000000000048e+01 1.400000000000000029e-02
1.569299999999999962e+01 1.719999999999999862e-01 1.559399999999999942e+01 2.039999999999999869e-01
1.652799999999999869e+01 1.839999999999999969e-01 1.584399999999999942e+01 1.570000000000000007e-01
2.074599999999999866e+01 4.299999999999999656e-02 2.035600000000000165e+01 3.200000000000000067e-02
2.173100000000000165e+01 9.400000000000000022e-02 2.127899999999999991e+01 8.699999999999999400e-02
1.696000000000000085e+01 1.809999999999999942e-01 1.670499999999999829e+01 1.779999999999999916e-01
2.003699999999999903e+01 2.100000000000000130e-02 1.978300000000000125e+01 2.699999999999999969e-02
1.900900000000000034e+01 1.200000000000000025e-02 1.777599999999999980e+01 2.599999999999999881e-02
2.133399999999999963e+01 6.600000000000000311e-02 2.112099999999999866e+01 5.199999999999999761e-02
2.292500000000000071e+01 1.779999999999999916e-01 2.163100000000000023e+01 1.029999999999999943e-01
2.110699999999999932e+01 3.799999999999999906e-02 2.041000000000000014e+01 4.000000000000000083e-02
1.534800000000000075e+01 1.299999999999999940e-02 1.489899999999999913e+01 6.000000000000000125e-03
2.047800000000000153e+01 2.999999999999999889e-02 2.014300000000000068e+01 2.599999999999999881e-02
2.069699999999999918e+01 3.500000000000000333e-02 2.034100000000000108e+01 3.799999999999999906e-02
2.180999999999999872e+01 1.270000000000000018e-01 2.110200000000000031e+01 1.059999999999999970e-01
1.578400000000000070e+01 1.000000000000000021e-02 1.518699999999999939e+01 6.000000000000000125e-03
2.299200000000000088e+01 2.210000000000000020e-01 2.182400000000000162e+01 1.160000000000000059e-01
1.920700000000000074e+01 2.199999999999999872e-02 1.886299999999999955e+01 1.899999999999999953e-02
2.280000000000000071e+01 1.419999999999999873e-01 2.153900000000000148e+01 9.800000000000000377e-02
2.224899999999999878e+01 1.250000000000000000e-01 2.157999999999999829e+01 7.699999999999999900e-02
2.137999999999999901e+01 6.600000000000000311e-02 2.115399999999999991e+01 1.499999999999999944e-01
2.178500000000000014e+01 7.099999999999999367e-02 2.132999999999999829e+01 7.699999999999999900e-02
2.041600000000000037e+01 8.300000000000000433e-02 1.968900000000000006e+01 1.010000000000000064e-01
1.884299999999999997e+01 9.400000000000000022e-02 1.850799999999999912e+01 7.699999999999999900e-02
2.183299999999999841e+01 6.300000000000000044e-02 2.135099999999999909e+01 9.099999999999999756e-02
2.281899999999999906e+01 1.690000000000000113e-01 2.198000000000000043e+01 1.089999999999999997e-01
1.965200000000000102e+01 2.100000000000000130e-02 1.936700000000000088e+01 2.000000000000000042e-02
9.999899999999999523e+01 9.999000000000000554e+00 1.369999999999999929e+01 8.000000000000000167e-03
2.171900000000000119e+01 8.699999999999999400e-02 2.121099999999999852e+01 8.999999999999999667e-02
2.198100000000000165e+01 8.400000000000000522e-02 2.141799999999999926e+01 8.000000000000000167e-02
2.264199999999999946e+01 1.499999999999999944e-01 2.182100000000000151e+01 1.069999999999999979e-01
1.931899999999999906e+01 1.600000000000000033e-02 1.902199999999999847e+01 1.600000000000000033e-02
1.967899999999999849e+01 2.000000000000000042e-02 1.940899999999999892e+01 1.799999999999999864e-02
2.155399999999999849e+01 1.700000000000000122e-01 2.144300000000000139e+01 1.300000000000000044e-01
2.125100000000000122e+01 4.900000000000000189e-02 2.084600000000000009e+01 4.800000000000000100e-02
2.144900000000000162e+01 6.300000000000000044e-02 2.087099999999999866e+01 8.400000000000000522e-02
2.184199999999999875e+01 7.399999999999999634e-02 2.127199999999999847e+01 8.000000000000000167e-02
1.938299999999999912e+01 2.900000000000000147e-02 1.908800000000000097e+01 2.500000000000000139e-02
2.175700000000000145e+01 7.299999999999999545e-02 2.140899999999999892e+01 7.900000000000000078e-02
2.142899999999999849e+01 5.600000000000000117e-02 2.103600000000000136e+01 6.900000000000000577e-02
2.196000000000000085e+01 7.499999999999999722e-02 2.139900000000000091e+01 8.999999999999999667e-02
1.914900000000000091e+01 7.099999999999999367e-02 1.877199999999999847e+01 8.500000000000000611e-02
2.353399999999999892e+01 2.969999999999999862e-01 2.194399999999999906e+01 1.160000000000000059e-01
1.758999999999999986e+01 1.799999999999999864e-02 1.790899999999999892e+01 1.200000000000000025e-02
1.977799999999999869e+01 1.899999999999999953e-02 1.921699999999999875e+01 1.799999999999999864e-02
1.948699999999999832e+01 1.700000000000000122e-02 1.921099999999999852e+01 1.600000000000000033e-02
1.985200000000000031e+01 1.799999999999999864e-02 1.941199999999999903e+01 1.700000000000000122e-02
2.103099999999999881e+01 3.699999999999999817e-02 1.988700000000000045e+01 2.500000000000000139e-02
2.043400000000000105e+01 2.800000000000000058e-02 2.015700000000000003e+01 2.999999999999999889e-02
2.214499999999999957e+01 1.000000000000000056e-01 2.166900000000000048e+01 8.000000000000000167e-02
2.213299999999999912e+01 7.599999999999999811e-02 2.153000000000000114e+01 7.799999999999999989e-02
2.009700000000000131e+01 2.599999999999999881e-02 1.982000000000000028e+01 2.100000000000000130e-02
2.010500000000000043e+01 2.699999999999999969e-02 1.971499999999999986e+01 2.999999999999999889e-02
2.071600000000000108e+01 3.500000000000000333e-02 2.035099999999999909e+01 3.799999999999999906e-02
2.117299999999999827e+01 5.999999999999999778e-02 2.076999999999999957e+01 4.599999999999999922e-02
2.129400000000000048e+01 6.300000000000000044e-02 2.083399999999999963e+01 6.700000000000000400e-02
1.998100000000000165e+01 2.699999999999999969e-02 1.968599999999999994e+01 1.400000000000000029e-02
2.033699999999999974e+01 2.400000000000000050e-02 2.001399999999999935e+01 2.500000000000000139e-02
2.125100000000000122e+01 5.299999999999999850e-02 2.076099999999999923e+01 5.700000000000000205e-02
2.124599999999999866e+01 5.899999999999999689e-02 2.088400000000000034e+01 5.800000000000000294e-02
2.170700000000000074e+01 6.099999999999999867e-02 2.128300000000000125e+01 6.199999999999999956e-02
2.103300000000000125e+01 4.599999999999999922e-02 2.067800000000000082e+01 4.800000000000000100e-02
1.891199999999999903e+01 1.499999999999999944e-02 1.854100000000000037e+01 1.099999999999999936e-02
2.001500000000000057e+01 1.899999999999999953e-02 1.974899999999999878e+01 2.199999999999999872e-02
2.034499999999999886e+01 2.699999999999999969e-02 2.004200000000000159e+01 2.800000000000000058e-02
2.082600000000000051e+01 3.400000000000000244e-02 2.042000000000000171e+01 3.699999999999999817e-02
2.121799999999999997e+01 5.299999999999999850e-02 1.983899999999999864e+01 2.699999999999999969e-02
2.185000000000000142e+01 8.599999999999999312e-02 2.133599999999999852e+01 9.600000000000000200e-02
2.012399999999999878e+01 2.500000000000000139e-02 1.980600000000000094e+01 2.400000000000000050e-02
2.188299999999999912e+01 7.799999999999999989e-02 2.129700000000000060e+01 7.900000000000000078e-02
2.069000000000000128e+01 2.900000000000000147e-02 2.042500000000000071e+01 4.000000000000000083e-02
2.073100000000000165e+01 3.300000000000000155e-02 2.039999999999999858e+01 3.300000000000000155e-02
2.156400000000000006e+01 7.099999999999999367e-02 2.101300000000000168e+01 5.199999999999999761e-02
2.178699999999999903e+01 7.399999999999999634e-02 2.143799999999999883e+01 8.599999999999999312e-02
2.231800000000000139e+01 1.250000000000000000e-01 2.156700000000000017e+01 1.179999999999999938e-01
2.226999999999999957e+01 1.429999999999999882e-01 2.153900000000000148e+01 8.599999999999999312e-02
2.205600000000000094e+01 9.700000000000000289e-02 2.148000000000000043e+01 9.500000000000000111e-02
1.981400000000000006e+01 2.800000000000000058e-02 1.954200000000000159e+01 2.500000000000000139e-02
2.115099999999999980e+01 7.299999999999999545e-02 2.065200000000000102e+01 5.500000000000000028e-02
2.023100000000000165e+01 1.059999999999999970e-01 2.057300000000000040e+01 6.500000000000000222e-02
1.964000000000000057e+01 2.000000000000000042e-02 1.932999999999999829e+01 1.600000000000000033e-02
2.001999999999999957e+01 2.500000000000000139e-02 1.972100000000000009e+01 1.899999999999999953e-02
2.010600000000000165e+01 4.299999999999999656e-02 1.962399999999999878e+01 6.700000000000000400e-02
1.499699999999999989e+01 7.000000000000000146e-03 1.443399999999999928e+01 8.000000000000000167e-03
2.269600000000000151e+01 2.089999999999999913e-01 2.074599999999999866e+01 6.500000000000000222e-02
2.143299999999999983e+01 5.500000000000000028e-02 2.108999999999999986e+01 6.400000000000000133e-02
2.200000000000000000e+01 1.010000000000000064e-01 2.123600000000000065e+01 8.200000000000000344e-02
2.014600000000000080e+01 2.500000000000000139e-02 1.978600000000000136e+01 2.199999999999999872e-02
2.092399999999999949e+01 4.100000000000000172e-02 2.057999999999999829e+01 3.799999999999999906e-02
1.947800000000000153e+01 1.700000000000000122e-02 1.919999999999999929e+01 2.599999999999999881e-02
2.200400000000000134e+01 8.999999999999999667e-02 2.127899999999999991e+01 6.099999999999999867e-02
2.034900000000000020e+01 1.019999999999999934e-01 2.018799999999999883e+01 7.299999999999999545e-02
2.182600000000000051e+01 7.399999999999999634e-02 2.145200000000000173e+01 8.000000000000000167e-02
2.051399999999999935e+01 2.800000000000000058e-02 2.015599999999999881e+01 3.400000000000000244e-02
2.142399999999999949e+01 6.400000000000000133e-02 2.098499999999999943e+01 7.799999999999999989e-02
2.192999999999999972e+01 1.059999999999999970e-01 2.160099999999999909e+01 1.160000000000000059e-01
2.080699999999999861e+01 4.000000000000000083e-02 2.044800000000000040e+01 3.799999999999999906e-02
2.055199999999999960e+01 3.599999999999999728e-02 2.021199999999999974e+01 2.999999999999999889e-02
1.771499999999999986e+01 1.200000000000000025e-02 1.803300000000000125e+01 1.000000000000000021e-02
1.947200000000000131e+01 2.000000000000000042e-02 1.911599999999999966e+01 1.600000000000000033e-02
2.099099999999999966e+01 3.500000000000000333e-02 2.076000000000000156e+01 4.100000000000000172e-02
2.102499999999999858e+01 3.500000000000000333e-02 2.073300000000000054e+01 4.599999999999999922e-02
2.042999999999999972e+01 2.900000000000000147e-02 2.012300000000000111e+01 2.400000000000000050e-02
1.594299999999999962e+01 8.999999999999999320e-03 1.598700000000000010e+01 1.099999999999999936e-02
2.072400000000000020e+01 3.400000000000000244e-02 2.051599999999999824e+01 3.699999999999999817e-02
2.333299999999999841e+01 2.760000000000000231e-01 2.227700000000000102e+01 1.700000000000000122e-01
1.885000000000000142e+01 1.899999999999999953e-02 1.754899999999999949e+01 8.000000000000000167e-03
1.953099999999999881e+01 1.799999999999999864e-02 1.925799999999999912e+01 1.600000000000000033e-02
1.721900000000000119e+01 1.000000000000000021e-02 1.640099999999999980e+01 8.000000000000000167e-03
2.194399999999999906e+01 7.799999999999999989e-02 2.057700000000000173e+01 3.400000000000000244e-02
1.927599999999999980e+01 1.899999999999999953e-02 1.873699999999999832e+01 1.499999999999999944e-02
2.131700000000000017e+01 4.100000000000000172e-02 2.091499999999999915e+01 5.099999999999999672e-02
2.171499999999999986e+01 1.100000000000000006e-01 2.025300000000000011e+01 7.799999999999999989e-02
2.039900000000000091e+01 3.099999999999999978e-02 1.906099999999999994e+01 1.200000000000000025e-02
2.269000000000000128e+01 1.710000000000000131e-01 2.118900000000000006e+01 7.599999999999999811e-02
2.024899999999999878e+01 2.699999999999999969e-02 1.992500000000000071e+01 2.699999999999999969e-02
2.057300000000000040e+01 2.400000000000000050e-02 2.031800000000000139e+01 3.300000000000000155e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.245799999999999841e+01 2.179999999999999993e-01
2.300300000000000011e+01 1.719999999999999862e-01 2.128800000000000026e+01 7.900000000000000078e-02
1.648199999999999932e+01 1.299999999999999940e-02 1.673300000000000054e+01 8.000000000000000167e-03
2.130000000000000071e+01 5.500000000000000028e-02 2.083899999999999864e+01 4.000000000000000083e-02
2.169000000000000128e+01 5.999999999999999778e-02 2.120700000000000074e+01 6.900000000000000577e-02
2.157700000000000173e+01 6.099999999999999867e-02 1.996699999999999875e+01 2.900000000000000147e-02
2.048199999999999932e+01 2.800000000000000058e-02 2.012699999999999889e+01 2.900000000000000147e-02
1.938599999999999923e+01 2.100000000000000130e-02 1.909100000000000108e+01 2.400000000000000050e-02
2.194399999999999906e+01 7.599999999999999811e-02 2.145499999999999829e+01 8.200000000000000344e-02
2.148100000000000165e+01 5.000000000000000278e-02 2.114099999999999824e+01 7.399999999999999634e-02
2.139099999999999824e+01 1.400000000000000133e-01 2.069500000000000028e+01 1.209999999999999964e-01
2.107499999999999929e+01 3.899999999999999994e-02 2.072700000000000031e+01 4.399999999999999745e-02
2.191000000000000014e+01 7.900000000000000078e-02 2.133699999999999974e+01 7.499999999999999722e-02
2.211700000000000088e+01 9.400000000000000022e-02 2.155000000000000071e+01 9.299999999999999933e-02
2.163700000000000045e+01 5.399999999999999939e-02 2.113700000000000045e+01 5.299999999999999850e-02
2.181200000000000117e+01 7.000000000000000666e-02 2.148999999999999844e+01 8.200000000000000344e-02
2.105699999999999861e+01 7.699999999999999900e-02 2.053399999999999892e+01 4.900000000000000189e-02
1.984499999999999886e+01 2.000000000000000042e-02 1.956800000000000139e+01 2.299999999999999961e-02
2.041000000000000014e+01 4.900000000000000189e-02 2.010699999999999932e+01 4.000000000000000083e-02
2.235000000000000142e+01 1.170000000000000068e-01 2.194800000000000040e+01 1.130000000000000032e-01
2.216799999999999926e+01 1.049999999999999961e-01 2.127199999999999847e+01 8.100000000000000255e-02
2.208899999999999864e+01 8.100000000000000255e-02 2.167000000000000171e+01 1.150000000000000050e-01
2.259299999999999997e+01 1.059999999999999970e-01 2.094399999999999906e+01 5.199999999999999761e-02
2.214300000000000068e+01 7.799999999999999989e-02 2.137000000000000099e+01 7.799999999999999989e-02
2.075000000000000000e+01 3.599999999999999728e-02 2.036599999999999966e+01 3.799999999999999906e-02
2.119300000000000139e+01 5.399999999999999939e-02 2.034700000000000131e+01 1.000000000000000056e-01
2.159799999999999898e+01 5.600000000000000117e-02 2.105199999999999960e+01 5.999999999999999778e-02
2.213800000000000168e+01 9.199999999999999845e-02 2.158200000000000074e+01 8.799999999999999489e-02
2.050000000000000000e+01 2.500000000000000139e-02 2.016900000000000048e+01 2.999999999999999889e-02
2.113500000000000156e+01 3.799999999999999906e-02 2.070299999999999940e+01 4.299999999999999656e-02
2.223199999999999932e+01 1.270000000000000018e-01 2.194699999999999918e+01 1.089999999999999997e-01
1.780999999999999872e+01 1.400000000000000029e-02 1.731899999999999906e+01 8.999999999999999320e-03
1.949299999999999855e+01 2.100000000000000130e-02 1.922200000000000131e+01 1.700000000000000122e-02
2.222599999999999909e+01 1.059999999999999970e-01 2.168799999999999883e+01 9.800000000000000377e-02
2.177100000000000080e+01 8.100000000000000255e-02 2.123900000000000077e+01 9.299999999999999933e-02
2.189099999999999824e+01 9.800000000000000377e-02 2.099599999999999866e+01 7.000000000000000666e-02
2.101200000000000045e+01 4.499999999999999833e-02 2.044200000000000017e+01 3.699999999999999817e-02
2.166900000000000048e+01 6.600000000000000311e-02 2.125600000000000023e+01 7.799999999999999989e-02
2.091199999999999903e+01 8.200000000000000344e-02 2.036599999999999966e+01 7.399999999999999634e-02
2.156099999999999994e+01 5.299999999999999850e-02 2.106700000000000017e+01 5.600000000000000117e-02
1.891700000000000159e+01 1.700000000000000122e-02 1.851999999999999957e+01 1.499999999999999944e-02
2.164099999999999824e+01 6.099999999999999867e-02 2.112699999999999889e+01 4.900000000000000189e-02
2.187600000000000122e+01 6.400000000000000133e-02 2.132700000000000173e+01 7.399999999999999634e-02
2.189600000000000080e+01 7.499999999999999722e-02 2.134600000000000009e+01 7.799999999999999989e-02
2.092899999999999849e+01 4.499999999999999833e-02 2.065700000000000003e+01 4.200000000000000261e-02
2.187699999999999889e+01 6.400000000000000133e-02 2.142899999999999849e+01 5.800000000000000294e-02
1.965700000000000003e+01 1.799999999999999864e-02 1.934299999999999997e+01 2.100000000000000130e-02
2.098499999999999943e+01 3.799999999999999906e-02 2.052799999999999869e+01 4.900000000000000189e-02
2.258299999999999841e+01 1.400000000000000133e-01 2.181899999999999906e+01 9.800000000000000377e-02
2.103500000000000014e+01 3.699999999999999817e-02 2.075199999999999889e+01 4.900000000000000189e-02
2.097299999999999898e+01 3.200000000000000067e-02 2.058800000000000097e+01 3.400000000000000244e-02
2.020799999999999841e+01 2.800000000000000058e-02 1.986199999999999832e+01 2.999999999999999889e-02
2.171600000000000108e+01 5.999999999999999778e-02 2.140500000000000114e+01 8.999999999999999667e-02
1.676800000000000068e+01 8.999999999999999320e-03 1.615899999999999892e+01 8.000000000000000167e-03
2.065500000000000114e+01 3.400000000000000244e-02 2.022899999999999920e+01 2.900000000000000147e-02
2.142099999999999937e+01 5.399999999999999939e-02 2.095700000000000074e+01 5.700000000000000205e-02
1.922599999999999909e+01 1.799999999999999864e-02 1.894699999999999918e+01 1.499999999999999944e-02
1.711899999999999977e+01 2.199999999999999872e-02 1.595199999999999996e+01 7.000000000000000146e-03
2.154700000000000060e+01 6.400000000000000133e-02 2.112999999999999901e+01 6.900000000000000577e-02
2.124299999999999855e+01 5.399999999999999939e-02 2.083699999999999974e+01 6.199999999999999956e-02
2.272800000000000153e+01 1.759999999999999898e-01 2.135600000000000165e+01 1.000000000000000056e-01
2.192200000000000060e+01 7.599999999999999811e-02 2.131700000000000017e+01 7.900000000000000078e-02
2.077499999999999858e+01 4.399999999999999745e-02 2.019600000000000151e+01 3.899999999999999994e-02
1.983399999999999963e+01 2.199999999999999872e-02 1.955999999999999872e+01 1.600000000000000033e-02
2.117599999999999838e+01 4.100000000000000172e-02 2.076899999999999835e+01 4.599999999999999922e-02
2.138500000000000156e+01 5.299999999999999850e-02 2.072800000000000153e+01 3.200000000000000067e-02
2.234700000000000131e+01 1.029999999999999943e-01 2.147899999999999920e+01 8.799999999999999489e-02
2.230799999999999983e+01 9.600000000000000200e-02 2.170899999999999963e+01 1.150000000000000050e-01
2.192899999999999849e+01 9.299999999999999933e-02 2.138500000000000156e+01 7.699999999999999900e-02
2.140599999999999881e+01 7.099999999999999367e-02 2.093599999999999994e+01 6.099999999999999867e-02
2.215899999999999892e+01 8.799999999999999489e-02 2.057999999999999829e+01 4.200000000000000261e-02
2.148499999999999943e+01 5.199999999999999761e-02 2.100000000000000000e+01 5.600000000000000117e-02
1.973400000000000176e+01 1.799999999999999864e-02 1.944800000000000040e+01 2.000000000000000042e-02
1.910399999999999920e+01 1.600000000000000033e-02 1.759600000000000009e+01 1.000000000000000021e-02
2.177499999999999858e+01 6.600000000000000311e-02 2.052100000000000080e+01 4.299999999999999656e-02
2.104200000000000159e+01 4.800000000000000100e-02 2.066600000000000037e+01 3.500000000000000333e-02
2.198799999999999955e+01 5.800000000000000294e-02 2.119900000000000162e+01 6.099999999999999867e-02
2.030900000000000105e+01 2.500000000000000139e-02 1.998199999999999932e+01 2.999999999999999889e-02
1.929200000000000159e+01 1.799999999999999864e-02 1.899599999999999866e+01 1.400000000000000029e-02
2.215599999999999881e+01 8.699999999999999400e-02 2.156700000000000017e+01 9.400000000000000022e-02
1.954799999999999827e+01 2.199999999999999872e-02 1.842000000000000171e+01 1.299999999999999940e-02
2.084499999999999886e+01 3.300000000000000155e-02 2.051099999999999923e+01 3.400000000000000244e-02
1.967599999999999838e+01 1.899999999999999953e-02 1.940399999999999991e+01 1.799999999999999864e-02
2.287300000000000111e+01 1.380000000000000115e-01 2.137800000000000011e+01 8.699999999999999400e-02
1.924500000000000099e+01 1.400000000000000029e-02 1.894999999999999929e+01 1.600000000000000033e-02
2.194099999999999895e+01 8.100000000000000255e-02 2.139600000000000080e+01 8.599999999999999312e-02
2.227899999999999991e+01 1.390000000000000124e-01 2.166799999999999926e+01 1.199999999999999956e-01
2.210200000000000031e+01 8.599999999999999312e-02 2.147700000000000031e+01 9.400000000000000022e-02
2.226099999999999923e+01 1.110000000000000014e-01 2.152199999999999847e+01 6.900000000000000577e-02
2.121499999999999986e+01 7.399999999999999634e-02 2.105999999999999872e+01 1.539999999999999980e-01
2.211199999999999832e+01 8.999999999999999667e-02 2.184600000000000009e+01 1.160000000000000059e-01
2.136799999999999855e+01 5.399999999999999939e-02 2.010000000000000142e+01 2.999999999999999889e-02
2.183399999999999963e+01 6.800000000000000488e-02 2.040700000000000003e+01 3.200000000000000067e-02
2.191900000000000048e+01 7.699999999999999900e-02 2.148699999999999832e+01 7.399999999999999634e-02
2.078999999999999915e+01 3.799999999999999906e-02 2.042999999999999972e+01 3.599999999999999728e-02
2.076500000000000057e+01 3.400000000000000244e-02 2.038100000000000023e+01 3.599999999999999728e-02
1.956599999999999895e+01 2.299999999999999961e-02 1.895200000000000173e+01 1.499999999999999944e-02
2.210900000000000176e+01 9.299999999999999933e-02 2.167000000000000171e+01 1.010000000000000064e-01
2.203099999999999881e+01 8.699999999999999400e-02 2.158099999999999952e+01 1.199999999999999956e-01
2.176699999999999946e+01 6.500000000000000222e-02 2.130099999999999838e+01 7.900000000000000078e-02
2.310999999999999943e+01 1.990000000000000102e-01 2.161100000000000065e+01 1.089999999999999997e-01
2.070700000000000074e+01 3.200000000000000067e-02 2.035000000000000142e+01 3.899999999999999994e-02
1.870899999999999963e+01 2.100000000000000130e-02 1.822400000000000020e+01 1.099999999999999936e-02
2.084600000000000009e+01 4.000000000000000083e-02 2.046900000000000119e+01 3.500000000000000333e-02
2.129500000000000171e+01 3.599999999999999728e-02 2.090200000000000102e+01 5.500000000000000028e-02
2.153999999999999915e+01 5.399999999999999939e-02 2.106500000000000128e+01 6.199999999999999956e-02
2.190700000000000003e+01 9.099999999999999756e-02 2.169300000000000139e+01 1.019999999999999934e-01
2.350700000000000145e+01 3.250000000000000111e-01 2.187600000000000122e+01 1.280000000000000027e-01
2.087600000000000122e+01 5.600000000000000117e-02 2.054299999999999926e+01 4.900000000000000189e-02
2.185800000000000054e+01 5.600000000000000117e-02 2.147700000000000031e+01 8.400000000000000522e-02
2.158200000000000074e+01 8.000000000000000167e-02 2.106500000000000128e+01 6.300000000000000044e-02
2.187399999999999878e+01 8.599999999999999312e-02 2.130199999999999960e+01 6.700000000000000400e-02
1.973699999999999832e+01 2.100000000000000130e-02 1.949200000000000088e+01 1.899999999999999953e-02
2.087999999999999901e+01 3.099999999999999978e-02 2.047400000000000020e+01 3.400000000000000244e-02
1.883099999999999952e+01 1.299999999999999940e-02 1.834199999999999875e+01 1.600000000000000033e-02
2.131599999999999895e+01 6.300000000000000044e-02 2.084499999999999886e+01 4.499999999999999833e-02
2.193599999999999994e+01 6.400000000000000133e-02 2.146900000000000119e+01 7.699999999999999900e-02
2.223799999999999955e+01 1.160000000000000059e-01 2.167899999999999849e+01 8.799999999999999489e-02
2.139000000000000057e+01 9.500000000000000111e-02 2.016000000000000014e+01 5.099999999999999672e-02
2.029500000000000171e+01 2.400000000000000050e-02 1.995700000000000074e+01 2.400000000000000050e-02
2.164600000000000080e+01 6.600000000000000311e-02 2.110500000000000043e+01 6.700000000000000400e-02
2.161899999999999977e+01 7.099999999999999367e-02 2.122200000000000131e+01 5.600000000000000117e-02
2.170400000000000063e+01 5.899999999999999689e-02 2.130799999999999983e+01 6.700000000000000400e-02
2.217500000000000071e+01 1.150000000000000050e-01 2.141799999999999926e+01 6.700000000000000400e-02
2.118199999999999861e+01 4.100000000000000172e-02 2.070700000000000074e+01 3.899999999999999994e-02
2.183899999999999864e+01 8.300000000000000433e-02 2.131200000000000117e+01 7.099999999999999367e-02
2.162300000000000111e+01 7.299999999999999545e-02 2.115899999999999892e+01 6.700000000000000400e-02
2.012600000000000122e+01 2.299999999999999961e-02 1.979400000000000048e+01 2.000000000000000042e-02
2.253800000000000026e+01 1.700000000000000122e-01 2.188400000000000034e+01 1.140000000000000041e-01
2.165800000000000125e+01 6.400000000000000133e-02 2.134299999999999997e+01 6.500000000000000222e-02
2.101800000000000068e+01 4.100000000000000172e-02 2.063299999999999912e+01 4.299999999999999656e-02
2.144500000000000028e+01 1.110000000000000014e-01 2.137800000000000011e+01 2.210000000000000020e-01
1.943599999999999994e+01 2.100000000000000130e-02 1.918799999999999883e+01 1.700000000000000122e-02
1.980900000000000105e+01 2.199999999999999872e-02 1.942200000000000060e+01 2.000000000000000042e-02
1.783399999999999963e+01 1.299999999999999940e-02 1.729799999999999827e+01 1.200000000000000025e-02
2.185900000000000176e+01 7.199999999999999456e-02 2.128000000000000114e+01 7.499999999999999722e-02
1.963200000000000145e+01 1.700000000000000122e-02 1.930999999999999872e+01 1.700000000000000122e-02
2.006599999999999895e+01 2.500000000000000139e-02 1.977700000000000102e+01 2.599999999999999881e-02
