# g, gerr, r, rerr
1.928000000000000114e+01 3.099999999999999978e-02 9.999899999999999523e+01 9.999000000000000554e+00
2.267299999999999827e+01 1.330000000000000071e-01 2.203200000000000003e+01 1.150000000000000050e-01
2.047299999999999898e+01 3.300000000000000155e-02 1.988200000000000145e+01 2.699999999999999969e-02
2.204100000000000037e+01 8.599999999999999312e-02 2.154299999999999926e+01 9.099999999999999756e-02
2.259299999999999997e+01 1.140000000000000041e-01 2.180900000000000105e+01 1.059999999999999970e-01
2.043599999999999994e+01 7.399999999999999634e-02 2.007199999999999918e+01 6.900000000000000577e-02
9.999899999999999523e+01 9.999000000000000554e+00 9.999899999999999523e+01 9.999000000000000554e+00
1.911499999999999844e+01 1.899999999999999953e-02 1.905000000000000071e+01 1.299999999999999940e-02
1.990399999999999991e+01 2.199999999999999872e-02 1.962600000000000122e+01 2.199999999999999872e-02
1.942099999999999937e+01 2.299999999999999961e-02 1.912999999999999901e+01 1.899999999999999953e-02
2.236499999999999844e+01 9.800000000000000377e-02 2.098000000000000043e+01 4.800000000000000100e-02
2.013200000000000145e+01 2.500000000000000139e-02 1.983399999999999963e+01 2.299999999999999961e-02
2.267800000000000082e+01 1.650000000000000078e-01 2.192599999999999838e+01 1.320000000000000062e-01
2.242500000000000071e+01 1.160000000000000059e-01 2.107100000000000151e+01 5.500000000000000028e-02
1.986599999999999966e+01 2.000000000000000042e-02 1.956400000000000006e+01 1.899999999999999953e-02
2.085600000000000165e+01 6.500000000000000222e-02 1.961499999999999844e+01 5.800000000000000294e-02
1.957700000000000173e+01 2.299999999999999961e-02 1.928000000000000114e+01 1.799999999999999864e-02
1.724800000000000111e+01 1.000000000000000021e-02 1.632799999999999940e+01 8.999999999999999320e-03
2.034400000000000119e+01 2.199999999999999872e-02 2.015899999999999892e+01 2.900000000000000147e-02
2.265500000000000114e+01 1.439999999999999891e-01 2.116000000000000014e+01 6.099999999999999867e-02
2.216499999999999915e+01 9.099999999999999756e-02 2.175799999999999912e+01 1.170000000000000068e-01
1.968499999999999872e+01 2.500000000000000139e-02 1.936499999999999844e+01 2.199999999999999872e-02
2.266799999999999926e+01 1.310000000000000053e-01 2.203699999999999903e+01 1.209999999999999964e-01
2.152599999999999980e+01 5.099999999999999672e-02 2.015099999999999980e+01 3.300000000000000155e-02
2.191199999999999903e+01 7.099999999999999367e-02 2.136299999999999955e+01 6.500000000000000222e-02
1.880799999999999983e+01 1.400000000000000029e-02 1.839799999999999969e+01 1.299999999999999940e-02
2.236899999999999977e+01 9.500000000000000111e-02 2.162099999999999866e+01 8.999999999999999667e-02
1.933800000000000097e+01 2.400000000000000050e-02 1.907600000000000051e+01 1.799999999999999864e-02
2.157799999999999940e+01 1.140000000000000041e-01 2.105399999999999849e+01 9.600000000000000200e-02
2.138800000000000168e+01 5.399999999999999939e-02 2.088700000000000045e+01 4.399999999999999745e-02
1.661100000000000065e+01 7.000000000000000146e-03 1.584900000000000020e+01 6.000000000000000125e-03
1.736899999999999977e+01 8.000000000000000167e-03 1.683800000000000097e+01 8.999999999999999320e-03
2.201800000000000068e+01 7.199999999999999456e-02 2.152400000000000091e+01 9.099999999999999756e-02
1.980999999999999872e+01 1.499999999999999944e-02 1.905199999999999960e+01 1.499999999999999944e-02
2.114399999999999835e+01 6.500000000000000222e-02 2.070799999999999841e+01 7.099999999999999367e-02
2.223600000000000065e+01 1.069999999999999979e-01 2.171699999999999875e+01 8.500000000000000611e-02
2.328200000000000003e+01 2.790000000000000258e-01 2.174500000000000099e+01 1.219999999999999973e-01
2.259499999999999886e+01 1.590000000000000024e-01 2.096099999999999852e+01 5.000000000000000278e-02
2.247899999999999920e+01 1.590000000000000024e-01 2.116400000000000148e+01 8.999999999999999667e-02
1.843599999999999994e+01 1.000000000000000021e-02 1.794099999999999895e+01 1.200000000000000025e-02
2.005699999999999861e+01 3.400000000000000244e-02 1.935399999999999920e+01 1.899999999999999953e-02
2.114999999999999858e+01 3.500000000000000333e-02 2.072400000000000020e+01 4.499999999999999833e-02
2.199699999999999989e+01 8.100000000000000255e-02 2.149899999999999878e+01 8.999999999999999667e-02
2.195200000000000173e+01 7.599999999999999811e-02 2.132700000000000173e+01 7.199999999999999456e-02
1.995599999999999952e+01 2.699999999999999969e-02 1.967999999999999972e+01 2.100000000000000130e-02
2.090299999999999869e+01 3.400000000000000244e-02 2.064799999999999969e+01 4.599999999999999922e-02
2.190399999999999991e+01 7.799999999999999989e-02 2.143199999999999861e+01 6.600000000000000311e-02
2.122400000000000020e+01 4.700000000000000011e-02 2.087999999999999901e+01 5.399999999999999939e-02
2.257300000000000040e+01 1.110000000000000014e-01 2.228000000000000114e+01 1.459999999999999909e-01
1.979100000000000037e+01 2.100000000000000130e-02 1.944699999999999918e+01 1.899999999999999953e-02
2.219999999999999929e+01 9.500000000000000111e-02 2.199699999999999989e+01 1.189999999999999947e-01
1.751899999999999835e+01 1.099999999999999936e-02 1.662500000000000000e+01 1.000000000000000021e-02
2.326300000000000168e+01 2.389999999999999902e-01 2.205099999999999838e+01 1.350000000000000089e-01
2.217500000000000071e+01 1.029999999999999943e-01 2.166300000000000026e+01 8.500000000000000611e-02
2.107499999999999929e+01 3.500000000000000333e-02 2.069999999999999929e+01 4.599999999999999922e-02
2.167299999999999827e+01 7.299999999999999545e-02 2.105300000000000082e+01 6.099999999999999867e-02
1.944099999999999895e+01 1.400000000000000029e-02 1.917099999999999937e+01 2.000000000000000042e-02
2.013700000000000045e+01 2.400000000000000050e-02 1.946399999999999864e+01 2.000000000000000042e-02
2.212099999999999866e+01 1.010000000000000064e-01 2.168299999999999983e+01 8.500000000000000611e-02
2.198999999999999844e+01 5.899999999999999689e-02 2.053000000000000114e+01 3.699999999999999817e-02
2.123300000000000054e+01 4.599999999999999922e-02 2.075100000000000122e+01 4.900000000000000189e-02
2.206599999999999895e+01 7.099999999999999367e-02 2.145400000000000063e+01 7.499999999999999722e-02
2.140099999999999980e+01 4.700000000000000011e-02 2.087500000000000000e+01 4.599999999999999922e-02
2.125799999999999912e+01 5.899999999999999689e-02 2.075000000000000000e+01 7.000000000000000666e-02
2.076300000000000168e+01 3.500000000000000333e-02 1.999399999999999977e+01 2.999999999999999889e-02
2.165299999999999869e+01 6.600000000000000311e-02 2.117099999999999937e+01 5.500000000000000028e-02
2.094500000000000028e+01 4.599999999999999922e-02 2.054500000000000171e+01 3.300000000000000155e-02
2.233599999999999852e+01 9.700000000000000289e-02 2.178800000000000026e+01 1.150000000000000050e-01
2.021000000000000085e+01 2.000000000000000042e-02 1.991700000000000159e+01 2.400000000000000050e-02
2.115700000000000003e+01 4.200000000000000261e-02 2.081800000000000139e+01 4.900000000000000189e-02
2.075199999999999889e+01 3.599999999999999728e-02 2.038299999999999912e+01 3.400000000000000244e-02
2.092800000000000082e+01 4.200000000000000261e-02 2.056099999999999994e+01 3.099999999999999978e-02
2.233200000000000074e+01 9.700000000000000289e-02 2.089300000000000068e+01 5.299999999999999850e-02
2.229200000000000159e+01 1.449999999999999900e-01 2.076300000000000168e+01 8.300000000000000433e-02
2.216600000000000037e+01 8.899999999999999578e-02 2.170599999999999952e+01 1.010000000000000064e-01
2.170200000000000173e+01 8.100000000000000255e-02 2.107499999999999929e+01 6.300000000000000044e-02
2.060200000000000031e+01 4.000000000000000083e-02 2.025300000000000011e+01 3.899999999999999994e-02
2.122700000000000031e+01 4.499999999999999833e-02 2.077899999999999991e+01 4.299999999999999656e-02
2.089600000000000080e+01 3.400000000000000244e-02 2.058299999999999841e+01 3.699999999999999817e-02
2.188800000000000168e+01 7.399999999999999634e-02 2.134799999999999898e+01 7.099999999999999367e-02
1.760399999999999920e+01 1.000000000000000021e-02 1.719600000000000151e+01 8.999999999999999320e-03
1.979899999999999949e+01 1.799999999999999864e-02 1.926000000000000156e+01 1.700000000000000122e-02
2.090099999999999980e+01 2.999999999999999889e-02 2.051399999999999935e+01 4.100000000000000172e-02
1.841100000000000136e+01 1.099999999999999936e-02 1.714399999999999835e+01 1.000000000000000021e-02
2.259499999999999886e+01 1.250000000000000000e-01 2.189399999999999835e+01 1.110000000000000014e-01
2.127199999999999847e+01 4.499999999999999833e-02 2.082400000000000162e+01 4.499999999999999833e-02
2.227899999999999991e+01 9.400000000000000022e-02 2.118900000000000006e+01 5.500000000000000028e-02
2.179100000000000037e+01 6.600000000000000311e-02 2.149500000000000099e+01 7.299999999999999545e-02
2.284700000000000131e+01 1.920000000000000040e-01 2.157100000000000151e+01 9.500000000000000111e-02
2.177299999999999969e+01 5.899999999999999689e-02 2.123199999999999932e+01 6.300000000000000044e-02
2.110099999999999909e+01 4.399999999999999745e-02 2.072800000000000153e+01 4.299999999999999656e-02
1.924599999999999866e+01 1.899999999999999953e-02 1.898999999999999844e+01 2.100000000000000130e-02
2.276000000000000156e+01 1.600000000000000033e-01 2.135099999999999909e+01 7.299999999999999545e-02
2.082999999999999829e+01 4.000000000000000083e-02 2.011100000000000065e+01 2.299999999999999961e-02
2.090700000000000003e+01 4.000000000000000083e-02 2.059400000000000119e+01 4.299999999999999656e-02
2.199299999999999855e+01 8.300000000000000433e-02 2.125000000000000000e+01 6.199999999999999956e-02
2.063400000000000034e+01 3.099999999999999978e-02 2.034700000000000131e+01 3.599999999999999728e-02
2.046699999999999875e+01 3.300000000000000155e-02 2.015899999999999892e+01 3.099999999999999978e-02
1.416000000000000014e+01 5.000000000000000104e-03 1.335100000000000087e+01 1.700000000000000122e-02
2.080000000000000071e+01 3.099999999999999978e-02 2.053600000000000136e+01 3.699999999999999817e-02
1.961599999999999966e+01 1.899999999999999953e-02 1.932499999999999929e+01 1.700000000000000122e-02
2.225199999999999889e+01 8.599999999999999312e-02 2.165899999999999892e+01 8.300000000000000433e-02
2.366400000000000148e+01 3.980000000000000204e-01 2.165299999999999869e+01 8.599999999999999312e-02
2.151000000000000156e+01 1.900000000000000022e-01 2.033399999999999963e+01 1.400000000000000133e-01
1.463799999999999990e+01 6.000000000000000125e-03 1.382900000000000063e+01 1.200000000000000025e-02
2.045499999999999829e+01 2.599999999999999881e-02 2.011199999999999832e+01 3.200000000000000067e-02
2.223999999999999844e+01 1.059999999999999970e-01 2.099099999999999966e+01 5.899999999999999689e-02
2.190299999999999869e+01 6.199999999999999956e-02 2.155999999999999872e+01 7.900000000000000078e-02
2.228500000000000014e+01 9.700000000000000289e-02 2.158200000000000074e+01 8.799999999999999489e-02
2.229899999999999949e+01 8.500000000000000611e-02 2.141199999999999903e+01 7.900000000000000078e-02
2.176399999999999935e+01 8.799999999999999489e-02 2.133599999999999852e+01 9.700000000000000289e-02
2.103999999999999915e+01 3.799999999999999906e-02 2.072200000000000131e+01 7.499999999999999722e-02
2.200600000000000023e+01 8.699999999999999400e-02 2.075199999999999889e+01 5.399999999999999939e-02
2.168900000000000006e+01 5.600000000000000117e-02 2.132400000000000162e+01 7.399999999999999634e-02
2.029500000000000171e+01 7.900000000000000078e-02 1.992699999999999960e+01 6.199999999999999956e-02
2.264300000000000068e+01 1.390000000000000124e-01 2.194900000000000162e+01 1.320000000000000062e-01
2.187000000000000099e+01 6.500000000000000222e-02 2.150600000000000023e+01 8.999999999999999667e-02
2.183800000000000097e+01 8.300000000000000433e-02 2.117099999999999937e+01 6.800000000000000488e-02
2.218599999999999994e+01 1.039999999999999952e-01 2.150499999999999901e+01 7.699999999999999900e-02
2.163400000000000034e+01 6.099999999999999867e-02 2.128500000000000014e+01 6.700000000000000400e-02
2.109299999999999997e+01 4.000000000000000083e-02 2.067200000000000060e+01 4.200000000000000261e-02
2.092099999999999937e+01 3.300000000000000155e-02 2.054299999999999926e+01 3.599999999999999728e-02
2.044999999999999929e+01 2.599999999999999881e-02 2.012699999999999889e+01 5.099999999999999672e-02
1.939900000000000091e+01 1.499999999999999944e-02 1.911799999999999855e+01 1.600000000000000033e-02
2.120100000000000051e+01 6.600000000000000311e-02 2.070200000000000173e+01 4.800000000000000100e-02
2.125300000000000011e+01 4.100000000000000172e-02 2.091499999999999915e+01 4.100000000000000172e-02
2.182199999999999918e+01 9.099999999999999756e-02 2.026000000000000156e+01 3.400000000000000244e-02
2.068400000000000105e+01 2.999999999999999889e-02 2.027799999999999869e+01 2.999999999999999889e-02
1.731800000000000139e+01 1.600000000000000033e-02 1.668599999999999994e+01 8.000000000000000167e-03
2.012999999999999901e+01 2.699999999999999969e-02 1.979200000000000159e+01 2.400000000000000050e-02
2.299699999999999989e+01 2.069999999999999896e-01 2.205600000000000094e+01 1.120000000000000023e-01
2.177799999999999869e+01 7.000000000000000666e-02 2.020499999999999829e+01 2.699999999999999969e-02
2.179599999999999937e+01 5.600000000000000117e-02 2.119500000000000028e+01 5.800000000000000294e-02
2.184199999999999875e+01 6.300000000000000044e-02 2.121199999999999974e+01 8.400000000000000522e-02
2.225199999999999889e+01 9.299999999999999933e-02 2.185000000000000142e+01 1.229999999999999982e-01
2.124399999999999977e+01 4.399999999999999745e-02 2.089399999999999835e+01 4.100000000000000172e-02
2.187500000000000000e+01 6.900000000000000577e-02 2.135900000000000176e+01 6.600000000000000311e-02
2.010800000000000054e+01 2.400000000000000050e-02 1.981299999999999883e+01 2.000000000000000042e-02
2.205900000000000105e+01 1.059999999999999970e-01 2.128600000000000136e+01 7.799999999999999989e-02
2.143100000000000094e+01 5.800000000000000294e-02 2.088100000000000023e+01 5.500000000000000028e-02
2.188299999999999912e+01 8.400000000000000522e-02 2.108599999999999852e+01 5.000000000000000278e-02
2.216499999999999915e+01 7.299999999999999545e-02 2.162500000000000000e+01 1.079999999999999988e-01
2.099899999999999878e+01 4.100000000000000172e-02 2.061799999999999855e+01 4.499999999999999833e-02
2.223100000000000165e+01 1.059999999999999970e-01 2.144999999999999929e+01 8.899999999999999578e-02
2.069500000000000028e+01 3.699999999999999817e-02 2.039399999999999835e+01 3.799999999999999906e-02
1.927799999999999869e+01 1.600000000000000033e-02 1.902199999999999847e+01 1.799999999999999864e-02
2.236799999999999855e+01 9.700000000000000289e-02 2.187300000000000111e+01 1.019999999999999934e-01
2.235399999999999920e+01 1.059999999999999970e-01 2.170200000000000173e+01 1.089999999999999997e-01
2.368299999999999983e+01 3.830000000000000071e-01 2.206500000000000128e+01 1.360000000000000098e-01
2.247400000000000020e+01 1.059999999999999970e-01 2.170599999999999952e+01 9.800000000000000377e-02
2.026699999999999946e+01 2.699999999999999969e-02 1.888500000000000156e+01 1.600000000000000033e-02
2.057600000000000051e+01 2.900000000000000147e-02 2.023900000000000077e+01 3.599999999999999728e-02
1.811499999999999844e+01 1.200000000000000025e-02 1.792699999999999960e+01 1.000000000000000021e-02
2.189000000000000057e+01 8.200000000000000344e-02 2.130600000000000094e+01 5.899999999999999689e-02
2.191100000000000136e+01 8.100000000000000255e-02 2.145400000000000063e+01 7.199999999999999456e-02
2.198900000000000077e+01 8.300000000000000433e-02 2.164399999999999835e+01 8.599999999999999312e-02
2.158399999999999963e+01 5.999999999999999778e-02 2.103200000000000003e+01 5.600000000000000117e-02
2.140099999999999980e+01 4.900000000000000189e-02 2.098699999999999832e+01 5.399999999999999939e-02
2.007300000000000040e+01 1.229999999999999982e-01 1.969399999999999906e+01 9.800000000000000377e-02
2.053500000000000014e+01 3.400000000000000244e-02 1.907900000000000063e+01 1.499999999999999944e-02
2.175000000000000000e+01 6.300000000000000044e-02 2.117500000000000071e+01 7.199999999999999456e-02
2.250000000000000000e+01 1.039999999999999952e-01 2.182499999999999929e+01 1.150000000000000050e-01
2.204200000000000159e+01 7.900000000000000078e-02 2.139699999999999847e+01 8.300000000000000433e-02
2.050900000000000034e+01 2.699999999999999969e-02 2.019099999999999895e+01 2.900000000000000147e-02
2.180300000000000082e+01 6.600000000000000311e-02 2.119000000000000128e+01 7.299999999999999545e-02
2.125100000000000122e+01 4.100000000000000172e-02 2.095799999999999841e+01 6.600000000000000311e-02
2.082600000000000051e+01 3.699999999999999817e-02 2.045599999999999952e+01 3.300000000000000155e-02
2.165899999999999892e+01 5.800000000000000294e-02 2.119099999999999895e+01 6.900000000000000577e-02
2.184199999999999875e+01 6.900000000000000577e-02 2.123999999999999844e+01 7.099999999999999367e-02
2.104100000000000037e+01 3.099999999999999978e-02 2.064999999999999858e+01 4.399999999999999745e-02
1.849500000000000099e+01 1.299999999999999940e-02 1.771600000000000108e+01 8.999999999999999320e-03
2.123699999999999832e+01 4.900000000000000189e-02 1.984600000000000009e+01 2.699999999999999969e-02
1.968900000000000006e+01 2.299999999999999961e-02 1.825400000000000134e+01 1.400000000000000029e-02
2.050100000000000122e+01 2.699999999999999969e-02 2.020700000000000074e+01 2.900000000000000147e-02
2.094200000000000017e+01 2.999999999999999889e-02 2.063200000000000145e+01 4.000000000000000083e-02
1.903300000000000125e+01 1.299999999999999940e-02 1.873499999999999943e+01 1.299999999999999940e-02
2.149899999999999878e+01 5.800000000000000294e-02 2.111599999999999966e+01 5.600000000000000117e-02
2.244099999999999895e+01 1.059999999999999970e-01 2.201999999999999957e+01 1.280000000000000027e-01
2.161400000000000077e+01 6.700000000000000400e-02 2.095599999999999952e+01 4.900000000000000189e-02
2.182100000000000151e+01 6.099999999999999867e-02 2.130399999999999849e+01 7.099999999999999367e-02
2.059100000000000108e+01 2.699999999999999969e-02 2.026200000000000045e+01 2.800000000000000058e-02
2.206800000000000139e+01 7.799999999999999989e-02 2.154400000000000048e+01 8.500000000000000611e-02
9.999899999999999523e+01 9.999000000000000554e+00 2.292599999999999838e+01 3.049999999999999933e-01
2.144900000000000162e+01 5.199999999999999761e-02 2.102400000000000091e+01 5.800000000000000294e-02
2.221699999999999875e+01 8.999999999999999667e-02 2.170200000000000173e+01 8.599999999999999312e-02
2.180900000000000105e+01 6.300000000000000044e-02 2.150499999999999901e+01 9.099999999999999756e-02
2.142099999999999937e+01 6.099999999999999867e-02 2.095700000000000074e+01 6.199999999999999956e-02
2.200300000000000011e+01 7.499999999999999722e-02 2.089600000000000080e+01 5.000000000000000278e-02
2.228399999999999892e+01 1.290000000000000036e-01 2.163400000000000034e+01 1.059999999999999970e-01
2.093700000000000117e+01 3.799999999999999906e-02 2.057900000000000063e+01 3.799999999999999906e-02
1.806299999999999883e+01 2.500000000000000139e-02 1.753999999999999915e+01 2.199999999999999872e-02
2.243400000000000105e+01 1.079999999999999988e-01 2.194699999999999918e+01 8.999999999999999667e-02
2.257900000000000063e+01 1.469999999999999918e-01 2.128500000000000014e+01 7.299999999999999545e-02
2.153000000000000114e+01 4.399999999999999745e-02 2.109299999999999997e+01 5.399999999999999939e-02
1.907900000000000063e+01 1.499999999999999944e-02 1.876399999999999935e+01 1.600000000000000033e-02
2.262600000000000122e+01 1.499999999999999944e-01 2.192299999999999827e+01 1.260000000000000009e-01
2.151599999999999824e+01 4.900000000000000189e-02 2.111899999999999977e+01 5.899999999999999689e-02
1.950499999999999901e+01 1.899999999999999953e-02 1.925900000000000034e+01 1.899999999999999953e-02
1.974599999999999866e+01 2.199999999999999872e-02 1.945599999999999952e+01 1.499999999999999944e-02
2.223199999999999932e+01 9.400000000000000022e-02 2.160399999999999920e+01 8.300000000000000433e-02
2.225199999999999889e+01 1.079999999999999988e-01 2.180600000000000094e+01 1.079999999999999988e-01
9.999899999999999523e+01 9.999000000000000554e+00 9.999899999999999523e+01 9.999000000000000554e+00
1.944999999999999929e+01 1.600000000000000033e-02 1.917399999999999949e+01 2.000000000000000042e-02
2.355999999999999872e+01 3.059999999999999942e-01 2.162399999999999878e+01 9.700000000000000289e-02
2.206099999999999994e+01 8.100000000000000255e-02 2.149299999999999855e+01 7.099999999999999367e-02
1.949299999999999855e+01 1.799999999999999864e-02 1.922800000000000153e+01 1.499999999999999944e-02
2.207400000000000162e+01 9.400000000000000022e-02 2.120700000000000074e+01 6.099999999999999867e-02
2.112800000000000011e+01 4.200000000000000261e-02 2.068100000000000094e+01 4.100000000000000172e-02
2.161599999999999966e+01 9.099999999999999756e-02 2.108800000000000097e+01 8.999999999999999667e-02
2.067099999999999937e+01 2.900000000000000147e-02 2.026099999999999923e+01 3.400000000000000244e-02
1.991700000000000159e+01 2.199999999999999872e-02 1.963299999999999912e+01 2.299999999999999961e-02
2.185800000000000054e+01 7.099999999999999367e-02 2.142099999999999937e+01 8.200000000000000344e-02
2.137999999999999901e+01 5.500000000000000028e-02 2.082300000000000040e+01 4.900000000000000189e-02
2.110699999999999932e+01 3.799999999999999906e-02 2.070200000000000173e+01 2.999999999999999889e-02
2.246499999999999986e+01 1.120000000000000023e-01 2.087699999999999889e+01 4.900000000000000189e-02
2.214099999999999824e+01 9.800000000000000377e-02 2.168499999999999872e+01 8.899999999999999578e-02
2.037399999999999878e+01 2.500000000000000139e-02 2.006899999999999906e+01 3.099999999999999978e-02
2.246900000000000119e+01 1.049999999999999961e-01 2.220100000000000051e+01 1.529999999999999971e-01
1.953699999999999903e+01 1.499999999999999944e-02 1.923999999999999844e+01 2.100000000000000130e-02
2.250100000000000122e+01 1.280000000000000027e-01 2.186199999999999832e+01 1.100000000000000006e-01
2.174500000000000099e+01 5.500000000000000028e-02 2.121300000000000097e+01 8.000000000000000167e-02
2.219900000000000162e+01 8.899999999999999578e-02 2.138299999999999912e+01 8.799999999999999489e-02
1.970299999999999940e+01 1.899999999999999953e-02 1.941600000000000037e+01 2.199999999999999872e-02
2.138299999999999912e+01 5.500000000000000028e-02 2.110200000000000031e+01 6.900000000000000577e-02
2.235600000000000165e+01 1.199999999999999956e-01 2.158200000000000074e+01 9.900000000000000466e-02
2.133699999999999974e+01 3.799999999999999906e-02 2.093499999999999872e+01 5.700000000000000205e-02
1.986599999999999966e+01 2.000000000000000042e-02 1.958299999999999841e+01 2.100000000000000130e-02
1.898400000000000176e+01 1.499999999999999944e-02 1.860399999999999920e+01 1.499999999999999944e-02
2.131099999999999994e+01 5.500000000000000028e-02 2.088599999999999923e+01 5.000000000000000278e-02
2.254100000000000037e+01 1.469999999999999918e-01 2.175300000000000011e+01 9.900000000000000466e-02
2.123000000000000043e+01 4.299999999999999656e-02 2.089300000000000068e+01 4.499999999999999833e-02
2.223699999999999832e+01 8.999999999999999667e-02 2.170899999999999963e+01 9.500000000000000111e-02
1.987800000000000011e+01 2.500000000000000139e-02 1.846000000000000085e+01 1.499999999999999944e-02
1.680600000000000094e+01 6.000000000000000125e-03 1.623300000000000054e+01 1.000000000000000021e-02
1.937399999999999878e+01 1.600000000000000033e-02 1.911799999999999855e+01 1.299999999999999940e-02
2.111799999999999855e+01 4.499999999999999833e-02 2.060600000000000165e+01 3.400000000000000244e-02
1.956400000000000006e+01 1.899999999999999953e-02 1.925700000000000145e+01 1.899999999999999953e-02
2.060900000000000176e+01 2.900000000000000147e-02 2.018100000000000094e+01 2.999999999999999889e-02
2.154200000000000159e+01 5.099999999999999672e-02 2.096999999999999886e+01 5.399999999999999939e-02
2.116600000000000037e+01 4.800000000000000100e-02 2.071900000000000119e+01 4.000000000000000083e-02
2.051399999999999935e+01 2.699999999999999969e-02 2.007999999999999829e+01 3.099999999999999978e-02
2.128900000000000148e+01 1.320000000000000062e-01 2.025799999999999912e+01 1.000000000000000056e-01
2.139999999999999858e+01 5.999999999999999778e-02 2.101000000000000156e+01 6.199999999999999956e-02
1.952299999999999969e+01 1.600000000000000033e-02 1.920400000000000063e+01 1.899999999999999953e-02
1.642200000000000060e+01 6.000000000000000125e-03 1.594100000000000072e+01 7.000000000000000146e-03
2.137900000000000134e+01 4.800000000000000100e-02 2.005799999999999983e+01 2.599999999999999881e-02
2.299299999999999855e+01 2.570000000000000062e-01 2.163500000000000156e+01 1.179999999999999938e-01
2.017399999999999949e+01 2.400000000000000050e-02 1.871799999999999997e+01 1.299999999999999940e-02
2.116400000000000148e+01 4.599999999999999922e-02 2.078399999999999892e+01 4.399999999999999745e-02
2.311799999999999855e+01 2.379999999999999893e-01 2.198600000000000065e+01 1.400000000000000133e-01
2.012199999999999989e+01 2.000000000000000042e-02 1.982999999999999829e+01 2.199999999999999872e-02
1.694800000000000040e+01 5.000000000000000104e-03 1.641700000000000159e+01 8.999999999999999320e-03
1.862199999999999989e+01 1.700000000000000122e-02 1.817299999999999827e+01 1.400000000000000029e-02
2.027799999999999869e+01 2.400000000000000050e-02 2.002799999999999869e+01 2.699999999999999969e-02
2.100199999999999889e+01 2.599999999999999881e-02 2.062199999999999989e+01 4.299999999999999656e-02
2.108599999999999852e+01 7.499999999999999722e-02 2.057499999999999929e+01 6.300000000000000044e-02
2.151300000000000168e+01 5.999999999999999778e-02 2.118299999999999983e+01 7.099999999999999367e-02
2.242099999999999937e+01 1.000000000000000056e-01 2.193100000000000094e+01 9.199999999999999845e-02
2.187000000000000099e+01 6.500000000000000222e-02 2.152799999999999869e+01 7.099999999999999367e-02
2.185900000000000176e+01 8.599999999999999312e-02 2.131500000000000128e+01 5.600000000000000117e-02
2.079899999999999949e+01 3.400000000000000244e-02 2.042099999999999937e+01 3.799999999999999906e-02
2.161700000000000088e+01 6.099999999999999867e-02 2.110099999999999909e+01 6.400000000000000133e-02
2.120299999999999940e+01 5.199999999999999761e-02 2.091000000000000014e+01 4.000000000000000083e-02
2.053600000000000136e+01 2.900000000000000147e-02 2.011299999999999955e+01 3.500000000000000333e-02
2.010200000000000031e+01 3.099999999999999978e-02 1.865200000000000102e+01 1.299999999999999940e-02
1.986299999999999955e+01 2.100000000000000130e-02 1.956500000000000128e+01 2.100000000000000130e-02
1.903800000000000026e+01 1.400000000000000029e-02 1.872599999999999909e+01 1.400000000000000029e-02
2.108599999999999852e+01 4.100000000000000172e-02 2.019399999999999906e+01 3.200000000000000067e-02
1.935200000000000031e+01 1.400000000000000029e-02 1.907100000000000151e+01 1.700000000000000122e-02
2.163400000000000034e+01 5.500000000000000028e-02 2.049500000000000099e+01 3.400000000000000244e-02
2.244099999999999895e+01 1.019999999999999934e-01 2.183800000000000097e+01 1.130000000000000032e-01
2.134499999999999886e+01 5.000000000000000278e-02 2.097200000000000131e+01 4.399999999999999745e-02
2.239900000000000091e+01 8.799999999999999489e-02 2.193499999999999872e+01 1.170000000000000068e-01
2.120700000000000074e+01 5.199999999999999761e-02 2.073699999999999832e+01 4.499999999999999833e-02
2.102299999999999969e+01 5.000000000000000278e-02 2.036899999999999977e+01 3.799999999999999906e-02
2.126899999999999835e+01 4.800000000000000100e-02 2.086199999999999832e+01 5.700000000000000205e-02
2.115800000000000125e+01 3.799999999999999906e-02 2.077199999999999847e+01 4.299999999999999656e-02
2.253500000000000014e+01 1.310000000000000053e-01 2.179599999999999937e+01 9.500000000000000111e-02
2.171300000000000097e+01 5.399999999999999939e-02 2.025000000000000000e+01 2.599999999999999881e-02
1.861899999999999977e+01 1.099999999999999936e-02 1.814999999999999858e+01 1.299999999999999940e-02
2.011700000000000088e+01 4.900000000000000189e-02 1.957999999999999829e+01 2.999999999999999889e-02
1.791499999999999915e+01 8.999999999999999320e-03 1.740899999999999892e+01 1.200000000000000025e-02
1.985600000000000165e+01 2.000000000000000042e-02 1.954299999999999926e+01 1.899999999999999953e-02
2.125199999999999889e+01 4.800000000000000100e-02 2.088500000000000156e+01 5.399999999999999939e-02
2.139999999999999858e+01 5.800000000000000294e-02 2.110600000000000165e+01 5.299999999999999850e-02
2.241400000000000148e+01 1.290000000000000036e-01 2.182900000000000063e+01 1.100000000000000006e-01
2.100000000000000000e+01 4.200000000000000261e-02 2.029899999999999949e+01 3.400000000000000244e-02
1.698100000000000165e+01 8.000000000000000167e-03 1.644399999999999906e+01 8.000000000000000167e-03
2.154400000000000048e+01 4.700000000000000011e-02 2.101099999999999923e+01 5.899999999999999689e-02
2.248199999999999932e+01 1.290000000000000036e-01 2.170599999999999952e+01 9.199999999999999845e-02
1.975700000000000145e+01 1.700000000000000122e-02 1.943599999999999994e+01 1.600000000000000033e-02
