# B, V
1.731200000000000117e+01 1.647500000000000142e+01
1.434099999999999930e+01 1.347499999999999964e+01
1.684100000000000108e+01 1.587500000000000000e+01
1.700999999999999801e+01 1.598199999999999932e+01
1.378600000000000136e+01 1.339300000000000068e+01
1.553400000000000070e+01 1.499000000000000021e+01
1.542799999999999905e+01 1.439199999999999946e+01
1.459399999999999942e+01 1.413899999999999935e+01
1.342600000000000016e+01 1.312199999999999989e+01
1.583199999999999896e+01 1.508099999999999952e+01
1.419500000000000028e+01 1.379800000000000004e+01
1.593099999999999916e+01 1.433699999999999974e+01
1.619000000000000128e+01 1.550600000000000023e+01
1.497400000000000020e+01 1.443599999999999994e+01
1.463600000000000101e+01 1.381900000000000084e+01
1.136599999999999966e+01 1.110500000000000043e+01
1.622899999999999920e+01 1.549200000000000088e+01
1.600199999999999889e+01 1.524600000000000044e+01
1.706800000000000139e+01 1.601200000000000045e+01
1.599099999999999966e+01 1.505599999999999916e+01
1.405799999999999983e+01 1.365700000000000003e+01
1.497100000000000009e+01 1.437100000000000044e+01
1.588700000000000045e+01 1.486100000000000065e+01
1.539799999999999969e+01 1.473199999999999932e+01
1.480299999999999905e+01 1.427699999999999925e+01
1.703699999999999903e+01 1.606899999999999906e+01
1.391599999999999859e+01 1.327399999999999913e+01
1.359799999999999898e+01 1.327699999999999925e+01
1.718599999999999994e+01 1.614000000000000057e+01
1.228500000000000014e+01 1.151399999999999935e+01
1.713000000000000256e+01 1.618100000000000094e+01
1.546199999999999974e+01 1.391499999999999915e+01
1.476600000000000001e+01 1.429299999999999926e+01
1.711400000000000077e+01 1.608200000000000074e+01
1.608900000000000219e+01 1.545100000000000051e+01
1.695400000000000063e+01 1.609100000000000108e+01
1.471299999999999919e+01 1.410399999999999920e+01
1.664499999999999957e+01 1.573399999999999999e+01
1.620299999999999940e+01 1.546299999999999919e+01
1.604899999999999949e+01 1.541900000000000048e+01
1.672400000000000020e+01 1.574699999999999989e+01
1.703599999999999781e+01 1.620599999999999952e+01
1.630699999999999861e+01 1.561899999999999977e+01
1.656899999999999906e+01 1.570299999999999940e+01
1.450099999999999945e+01 1.408999999999999986e+01
1.124399999999999977e+01 1.059299999999999997e+01
1.647700000000000031e+01 1.584600000000000009e+01
1.538199999999999967e+01 1.488799999999999990e+01
1.688299999999999912e+01 1.611100000000000065e+01
1.394699999999999918e+01 1.357099999999999973e+01
1.540399999999999991e+01 1.458200000000000074e+01
1.557900000000000063e+01 1.415000000000000036e+01
1.691900000000000048e+01 1.613599999999999923e+01
1.673300000000000054e+01 1.571000000000000085e+01
1.559400000000000119e+01 1.490000000000000036e+01
1.668599999999999994e+01 1.591999999999999993e+01
1.629199999999999804e+01 1.556499999999999950e+01
1.599199999999999910e+01 1.496499999999999986e+01
1.610999999999999943e+01 1.548300000000000054e+01
1.634700000000000131e+01 1.485999999999999943e+01
1.681700000000000017e+01 1.574799999999999933e+01
1.712099999999999866e+01 1.627799999999999869e+01
1.500100000000000122e+01 1.417200000000000060e+01
1.490899999999999892e+01 1.444299999999999962e+01
1.291000000000000014e+01 1.251200000000000045e+01
1.322100000000000009e+01 1.284999999999999964e+01
1.411599999999999966e+01 1.368999999999999950e+01
1.702700000000000102e+01 1.591200000000000081e+01
1.609999999999999787e+01 1.545599999999999952e+01
1.719699999999999918e+01 1.630199999999999960e+01
1.562199999999999989e+01 1.500099999999999945e+01
1.677399999999999736e+01 1.602499999999999858e+01
1.613599999999999923e+01 1.546499999999999986e+01
1.566999999999999993e+01 1.508699999999999974e+01
1.709999999999999787e+01 1.626599999999999824e+01
1.692999999999999972e+01 1.614799999999999969e+01
1.625000000000000000e+01 1.559299999999999997e+01
1.703900000000000148e+01 1.622100000000000009e+01
1.584900000000000020e+01 1.507099999999999973e+01
1.542200000000000060e+01 1.482000000000000028e+01
1.544000000000000128e+01 1.399900000000000055e+01
1.549199999999999910e+01 1.492699999999999960e+01
1.689399999999999835e+01 1.582799999999999940e+01
1.571900000000000119e+01 1.517800000000000082e+01
1.597400000000000020e+01 1.546199999999999974e+01
1.530400000000000027e+01 1.379400000000000048e+01
1.446600000000000108e+01 1.404100000000000037e+01
1.563300000000000090e+01 1.473900000000000077e+01
1.638400000000000034e+01 1.571899999999999942e+01
1.736400000000000077e+01 1.632700000000000173e+01
1.584499999999999886e+01 1.522899999999999920e+01
1.625799999999999912e+01 1.553599999999999959e+01
1.401299999999999990e+01 1.363400000000000034e+01
1.472100000000000009e+01 1.429599999999999937e+01
1.483899999999999864e+01 1.443399999999999928e+01
1.491200000000000081e+01 1.423000000000000043e+01
1.594500000000000028e+01 1.450399999999999956e+01
1.609999999999999787e+01 1.543699999999999939e+01
1.673600000000000065e+01 1.596499999999999986e+01
1.645400000000000063e+01 1.501299999999999990e+01
1.616600000000000037e+01 1.508799999999999919e+01
1.714699999999999847e+01 1.630199999999999960e+01
1.600200000000000244e+01 1.514600000000000080e+01
1.625099999999999767e+01 1.554299999999999926e+01
1.609700000000000131e+01 1.547700000000000031e+01
1.609999999999999787e+01 1.523199999999999932e+01
1.505499999999999972e+01 1.382600000000000051e+01
1.662399999999999878e+01 1.590399999999999991e+01
1.592699999999999960e+01 1.452699999999999925e+01
1.481200000000000117e+01 1.429100000000000037e+01
1.415099999999999980e+01 1.374499999999999922e+01
1.313799999999999990e+01 1.272400000000000020e+01
1.592399999999999949e+01 1.491099999999999959e+01
1.682600000000000051e+01 1.601999999999999957e+01
1.645899999999999963e+01 1.578299999999999947e+01
1.678900000000000148e+01 1.599699999999999989e+01
1.350500000000000078e+01 1.252500000000000036e+01
1.677799999999999869e+01 1.598399999999999999e+01
1.668900000000000006e+01 1.578800000000000026e+01
1.208499999999999908e+01 1.150999999999999979e+01
1.637399999999999878e+01 1.543399999999999928e+01
1.362000000000000099e+01 1.319100000000000072e+01
1.190600000000000058e+01 1.151200000000000045e+01
1.538799999999999990e+01 1.484099999999999930e+01
1.586500000000000021e+01 1.483099999999999952e+01
1.730400000000000205e+01 1.629100000000000037e+01
1.407799999999999940e+01 1.366799999999999926e+01
1.401999999999999957e+01 1.360299999999999976e+01
1.617000000000000171e+01 1.541200000000000081e+01
1.129000000000000092e+01 1.097400000000000020e+01
1.624899999999999878e+01 1.480100000000000016e+01
1.481300000000000061e+01 1.434800000000000075e+01
1.184600000000000009e+01 1.150699999999999967e+01
1.563700000000000045e+01 1.505199999999999960e+01
1.584700000000000131e+01 1.524900000000000055e+01
1.443200000000000038e+01 1.379499999999999993e+01
1.699000000000000199e+01 1.618100000000000094e+01
1.689199999999999946e+01 1.571899999999999942e+01
1.483699999999999974e+01 1.430400000000000027e+01
1.687299999999999756e+01 1.593399999999999928e+01
1.644500000000000028e+01 1.543399999999999928e+01
1.420900000000000141e+01 1.377100000000000080e+01
1.570399999999999885e+01 1.447199999999999953e+01
1.229700000000000060e+01 1.191200000000000081e+01
1.631400000000000006e+01 1.557099999999999973e+01
1.519299999999999962e+01 1.437199999999999989e+01
1.678000000000000114e+01 1.602299999999999969e+01
1.459399999999999942e+01 1.407099999999999973e+01
1.712400000000000233e+01 1.609400000000000119e+01
1.464700000000000024e+01 1.389300000000000068e+01
1.711299999999999955e+01 1.603600000000000136e+01
1.669999999999999929e+01 1.562500000000000000e+01
1.704400000000000048e+01 1.620200000000000173e+01
1.650100000000000122e+01 1.551900000000000013e+01
1.465799999999999947e+01 1.416799999999999926e+01
1.610099999999999909e+01 1.544500000000000028e+01
1.468599999999999994e+01 1.379800000000000004e+01
1.649599999999999866e+01 1.577399999999999913e+01
1.664799999999999969e+01 1.570800000000000018e+01
1.617599999999999838e+01 1.465499999999999936e+01
1.503299999999999947e+01 1.447499999999999964e+01
1.637899999999999778e+01 1.565199999999999925e+01
1.661799999999999855e+01 1.584299999999999997e+01
1.700900000000000034e+01 1.618700000000000117e+01
1.650699999999999790e+01 1.559999999999999964e+01
1.422499999999999964e+01 1.385699999999999932e+01
1.650400000000000134e+01 1.518500000000000050e+01
1.667999999999999972e+01 1.583000000000000007e+01
1.640500000000000114e+01 1.547100000000000009e+01
1.540899999999999892e+01 1.438899999999999935e+01
1.599799999999999933e+01 1.519599999999999973e+01
1.494699999999999918e+01 1.436599999999999966e+01
1.486800000000000033e+01 1.439000000000000057e+01
1.321700000000000053e+01 1.285800000000000054e+01
1.551700000000000124e+01 1.465300000000000047e+01
1.580700000000000038e+01 1.523399999999999999e+01
1.688400000000000034e+01 1.603200000000000003e+01
1.540099999999999980e+01 1.473300000000000054e+01
1.708800000000000097e+01 1.604899999999999949e+01
1.417900000000000027e+01 1.344500000000000028e+01
1.575600000000000023e+01 1.516099999999999959e+01
1.680099999999999838e+01 1.604899999999999949e+01
1.405400000000000027e+01 1.355499999999999972e+01
1.559100000000000108e+01 1.508200000000000074e+01
1.652899999999999991e+01 1.581799999999999962e+01
1.679700000000000060e+01 1.589700000000000024e+01
1.248399999999999999e+01 1.218699999999999939e+01
1.604200000000000159e+01 1.491999999999999993e+01
1.615700000000000003e+01 1.536999999999999922e+01
1.398200000000000109e+01 1.356300000000000061e+01
1.515500000000000114e+01 1.427800000000000047e+01
1.537099999999999866e+01 1.487299999999999933e+01
1.279299999999999926e+01 1.244899999999999984e+01
1.645100000000000051e+01 1.583600000000000030e+01
1.394599999999999973e+01 1.353599999999999959e+01
1.694200000000000017e+01 1.607400000000000162e+01
1.686499999999999844e+01 1.610699999999999932e+01
1.293800000000000061e+01 1.256700000000000017e+01
1.624600000000000222e+01 1.498900000000000077e+01
1.663100000000000023e+01 1.547000000000000064e+01
1.399200000000000088e+01 1.348399999999999999e+01
1.692500000000000071e+01 1.591699999999999982e+01
9.342999999999999972e+00 9.032999999999999474e+00
1.180700000000000038e+01 1.136100000000000065e+01
1.459900000000000020e+01 1.412500000000000000e+01
1.697899999999999920e+01 1.609900000000000020e+01
1.571100000000000030e+01 1.509299999999999997e+01
1.667500000000000071e+01 1.564799999999999969e+01
1.523599999999999888e+01 1.370299999999999940e+01
1.471400000000000041e+01 1.421100000000000030e+01
1.164299999999999891e+01 1.132099999999999973e+01
1.512899999999999956e+01 1.463599999999999923e+01
1.570400000000000063e+01 1.508300000000000018e+01
1.501699999999999946e+01 1.350300000000000011e+01
1.683600000000000207e+01 1.592500000000000071e+01
1.562199999999999989e+01 1.505400000000000027e+01
1.704800000000000182e+01 1.603300000000000125e+01
1.352399999999999913e+01 1.309299999999999997e+01
1.494400000000000084e+01 1.444400000000000084e+01
1.667600000000000193e+01 1.585800000000000054e+01
1.259500000000000064e+01 1.216699999999999982e+01
1.678600000000000136e+01 1.599900000000000055e+01
1.384800000000000075e+01 1.334600000000000009e+01
1.493699999999999939e+01 1.441099999999999959e+01
1.545500000000000007e+01 1.489799999999999969e+01
1.662300000000000111e+01 1.572499999999999964e+01
1.469599999999999973e+01 1.418200000000000038e+01
1.627100000000000080e+01 1.558799999999999919e+01
1.184400000000000119e+01 1.145400000000000063e+01
1.655699999999999861e+01 1.585599999999999987e+01
1.603600000000000136e+01 1.539400000000000013e+01
1.713999999999999702e+01 1.614699999999999847e+01
1.434800000000000075e+01 1.379800000000000004e+01
1.573600000000000065e+01 1.509500000000000064e+01
1.699399999999999977e+01 1.628999999999999915e+01
1.632699999999999818e+01 1.552299999999999969e+01
1.569600000000000151e+01 1.508500000000000085e+01
1.457099999999999973e+01 1.418900000000000006e+01
1.632199999999999918e+01 1.565600000000000058e+01
1.648799999999999955e+01 1.568200000000000038e+01
1.591599999999999859e+01 1.535699999999999932e+01
1.501099999999999923e+01 1.458099999999999952e+01
1.573099999999999987e+01 1.499799999999999933e+01
1.052200000000000024e+01 1.032099999999999973e+01
1.616000000000000014e+01 1.571599999999999930e+01
1.613700000000000045e+01 1.550799999999999912e+01
1.714100000000000179e+01 1.643700000000000117e+01
1.657499999999999929e+01 1.584900000000000020e+01
1.503900000000000148e+01 1.447300000000000075e+01
1.608299999999999841e+01 1.511899999999999977e+01
1.551199999999999868e+01 1.488599999999999923e+01
1.549099999999999966e+01 1.443200000000000038e+01
1.348099999999999987e+01 1.311200000000000010e+01
1.603699999999999903e+01 1.521899999999999942e+01
1.501299999999999990e+01 1.455100000000000016e+01
1.499699999999999989e+01 1.441799999999999926e+01
1.382699999999999996e+01 1.347499999999999964e+01
1.520399999999999885e+01 1.404899999999999949e+01
1.384799999999999898e+01 1.346599999999999930e+01
1.703800000000000026e+01 1.609799999999999898e+01
1.518800000000000061e+01 1.471400000000000041e+01
1.683599999999999852e+01 1.634600000000000009e+01
1.685399999999999920e+01 1.636700000000000088e+01
1.350100000000000122e+01 1.321400000000000041e+01
1.517900000000000027e+01 1.427899999999999991e+01
1.536999999999999922e+01 1.485599999999999987e+01
1.641000000000000014e+01 1.568099999999999916e+01
1.388599999999999923e+01 1.316999999999999993e+01
1.641999999999999815e+01 1.580599999999999916e+01
1.578500000000000014e+01 1.430599999999999916e+01
1.572400000000000020e+01 1.520599999999999952e+01
1.690799999999999770e+01 1.607999999999999829e+01
1.502899999999999991e+01 1.425399999999999956e+01
1.657000000000000028e+01 1.575399999999999956e+01
1.642399999999999949e+01 1.577500000000000036e+01
1.572999999999999865e+01 1.477399999999999913e+01
1.592799999999999905e+01 1.511599999999999966e+01
1.260999999999999943e+01 1.193999999999999950e+01
1.204699999999999882e+01 1.143399999999999928e+01
1.490100000000000158e+01 1.448900000000000077e+01
1.708699999999999974e+01 1.626599999999999824e+01
1.234100000000000108e+01 1.192200000000000060e+01
1.223799999999999955e+01 1.203800000000000026e+01
1.712099999999999866e+01 1.628200000000000003e+01
1.712599999999999767e+01 1.629599999999999937e+01
1.459399999999999942e+01 1.412800000000000011e+01
1.447599999999999909e+01 1.365799999999999947e+01
1.624200000000000088e+01 1.530599999999999916e+01
1.363999999999999879e+01 1.326099999999999923e+01
1.472400000000000020e+01 1.408999999999999986e+01
1.552399999999999913e+01 1.448099999999999987e+01
1.726699999999999946e+01 1.645100000000000051e+01
1.636100000000000065e+01 1.565700000000000003e+01
1.529199999999999982e+01 1.485599999999999987e+01
1.701800000000000068e+01 1.605600000000000094e+01
1.697099999999999653e+01 1.614399999999999835e+01
1.566699999999999982e+01 1.434399999999999942e+01
1.720499999999999829e+01 1.619399999999999906e+01
1.664600000000000080e+01 1.570100000000000051e+01
1.302800000000000047e+01 1.269500000000000028e+01
1.664199999999999946e+01 1.578400000000000070e+01
1.687099999999999866e+01 1.637699999999999889e+01
1.712000000000000099e+01 1.620700000000000074e+01
1.600699999999999790e+01 1.542999999999999972e+01
1.620599999999999952e+01 1.554299999999999926e+01
1.325500000000000078e+01 1.305700000000000038e+01
1.657199999999999918e+01 1.587100000000000044e+01
1.225100000000000122e+01 1.190300000000000047e+01
1.534699999999999953e+01 1.485200000000000031e+01
1.499199999999999910e+01 1.430899999999999928e+01
1.436800000000000033e+01 1.342800000000000082e+01
1.506199999999999939e+01 1.459399999999999942e+01
1.299299999999999855e+01 1.266499999999999915e+01
1.670700000000000074e+01 1.598000000000000043e+01
1.641199999999999903e+01 1.574000000000000021e+01
1.554800000000000004e+01 1.484800000000000075e+01
1.456299999999999883e+01 1.373799999999999955e+01
1.475100000000000122e+01 1.393500000000000050e+01
1.528999999999999915e+01 1.473099999999999987e+01
1.329000000000000092e+01 1.296000000000000085e+01
1.699300000000000210e+01 1.612300000000000111e+01
1.568299999999999983e+01 1.520199999999999996e+01
1.083199999999999896e+01 1.051399999999999935e+01
1.595500000000000007e+01 1.455100000000000016e+01
1.524200000000000088e+01 1.475900000000000034e+01
1.469800000000000040e+01 1.424099999999999966e+01
1.713299999999999912e+01 1.625600000000000023e+01
1.685699999999999932e+01 1.607999999999999829e+01
1.566900000000000048e+01 1.508900000000000041e+01
1.478999999999999915e+01 1.428999999999999915e+01
1.436999999999999922e+01 1.398199999999999932e+01
1.475300000000000011e+01 1.432499999999999929e+01
1.723499999999999943e+01 1.637800000000000011e+01
1.706200000000000117e+01 1.618299999999999983e+01
1.714700000000000202e+01 1.631500000000000128e+01
1.533199999999999896e+01 1.445299999999999940e+01
1.593699999999999939e+01 1.441099999999999959e+01
1.629700000000000060e+01 1.561299999999999955e+01
1.490000000000000036e+01 1.396000000000000085e+01
1.472100000000000009e+01 1.428500000000000014e+01
1.629400000000000048e+01 1.567200000000000060e+01
1.521799999999999997e+01 1.472000000000000064e+01
1.472700000000000031e+01 1.387800000000000011e+01
1.674300000000000210e+01 1.598900000000000077e+01
1.560299999999999976e+01 1.421899999999999942e+01
1.687099999999999866e+01 1.583600000000000030e+01
1.567699999999999960e+01 1.510200000000000031e+01
1.462400000000000055e+01 1.384299999999999997e+01
1.699200000000000088e+01 1.608099999999999952e+01
1.531500000000000128e+01 1.481600000000000072e+01
1.646699999999999875e+01 1.552200000000000024e+01
1.302299999999999969e+01 1.267399999999999949e+01
1.088299999999999912e+01 1.038899999999999935e+01
1.266800000000000104e+01 1.131600000000000072e+01
1.554199999999999982e+01 1.456199999999999939e+01
1.692999999999999972e+01 1.588199999999999967e+01
1.668800000000000239e+01 1.567200000000000060e+01
1.525699999999999967e+01 1.476299999999999990e+01
1.504599999999999937e+01 1.440499999999999936e+01
1.606700000000000017e+01 1.538000000000000078e+01
1.668900000000000006e+01 1.600400000000000134e+01
1.465000000000000036e+01 1.416000000000000014e+01
1.434999999999999964e+01 1.377800000000000047e+01
1.339400000000000013e+01 1.298499999999999943e+01
1.632799999999999940e+01 1.565000000000000036e+01
1.018900000000000006e+01 9.869999999999999218e+00
1.574599999999999866e+01 1.516499999999999915e+01
1.625199999999999889e+01 1.559600000000000009e+01
1.384600000000000009e+01 1.346000000000000085e+01
1.604799999999999827e+01 1.542099999999999937e+01
1.562599999999999945e+01 1.505799999999999983e+01
1.684799999999999898e+01 1.589199999999999946e+01
1.647500000000000142e+01 1.578899999999999970e+01
1.547000000000000064e+01 1.496400000000000041e+01
1.560599999999999987e+01 1.504700000000000060e+01
1.623100000000000165e+01 1.554700000000000060e+01
1.471100000000000030e+01 1.421199999999999974e+01
1.637600000000000122e+01 1.539799999999999969e+01
1.579299999999999926e+01 1.524399999999999977e+01
1.115099999999999980e+01 1.086899999999999977e+01
1.641400000000000148e+01 1.576299999999999990e+01
1.594500000000000028e+01 1.514799999999999969e+01
1.182399999999999984e+01 1.125099999999999945e+01
1.160100000000000087e+01 1.112100000000000044e+01
1.320599999999999952e+01 1.281199999999999939e+01
1.713300000000000267e+01 1.619600000000000151e+01
1.531099999999999994e+01 1.364199999999999946e+01
1.708800000000000097e+01 1.616100000000000136e+01
1.418599999999999994e+01 1.378899999999999970e+01
1.630300000000000082e+01 1.489799999999999969e+01
1.664399999999999835e+01 1.589400000000000013e+01
1.119599999999999973e+01 1.092699999999999960e+01
1.616300000000000026e+01 1.553700000000000081e+01
1.587000000000000099e+01 1.511400000000000077e+01
1.646600000000000108e+01 1.575500000000000078e+01
1.615500000000000114e+01 1.507000000000000028e+01
1.548199999999999932e+01 1.466099999999999959e+01
1.691000000000000014e+01 1.607700000000000173e+01
1.692899999999999849e+01 1.610699999999999932e+01
1.673100000000000165e+01 1.596499999999999986e+01
1.680900000000000105e+01 1.601399999999999935e+01
1.627799999999999869e+01 1.528800000000000026e+01
1.271900000000000119e+01 1.234500000000000064e+01
1.657199999999999918e+01 1.581099999999999994e+01
1.710800000000000054e+01 1.641400000000000148e+01
1.662800000000000011e+01 1.592699999999999960e+01
1.593500000000000050e+01 1.533699999999999974e+01
1.526000000000000156e+01 1.475200000000000067e+01
1.460500000000000043e+01 1.416399999999999970e+01
1.438999999999999879e+01 1.393099999999999916e+01
1.600199999999999889e+01 1.449499999999999922e+01
1.382699999999999996e+01 1.341499999999999915e+01
1.568400000000000105e+01 1.511500000000000021e+01
1.528500000000000014e+01 1.476600000000000001e+01
1.276499999999999879e+01 1.236999999999999922e+01
1.423299999999999876e+01 1.377399999999999913e+01
1.590900000000000070e+01 1.526200000000000045e+01
1.561699999999999910e+01 1.495899999999999963e+01
1.386400000000000077e+01 1.341600000000000037e+01
1.579500000000000171e+01 1.519400000000000084e+01
1.574899999999999878e+01 1.516799999999999926e+01
1.691000000000000014e+01 1.614600000000000080e+01
1.655100000000000193e+01 1.564300000000000068e+01
1.531099999999999994e+01 1.471000000000000085e+01
1.525000000000000000e+01 1.474200000000000088e+01
1.651999999999999957e+01 1.581900000000000084e+01
1.567399999999999949e+01 1.508300000000000018e+01
1.568099999999999916e+01 1.496299999999999919e+01
1.369800000000000040e+01 1.322499999999999964e+01
1.630399999999999849e+01 1.546299999999999919e+01
1.635399999999999920e+01 1.583500000000000085e+01
9.512000000000000455e+00 9.127000000000000668e+00
1.554299999999999926e+01 1.485999999999999943e+01
1.451899999999999835e+01 1.402699999999999925e+01
1.581400000000000006e+01 1.518399999999999928e+01
1.083899999999999864e+01 1.048499999999999943e+01
1.343900000000000006e+01 1.304100000000000037e+01
1.203299999999999947e+01 1.166000000000000014e+01
1.241300000000000026e+01 1.210500000000000043e+01
1.325499999999999901e+01 1.263299999999999912e+01
1.483000000000000007e+01 1.429100000000000037e+01
1.659699999999999775e+01 1.588599999999999923e+01
1.693900000000000006e+01 1.640500000000000114e+01
1.314799999999999969e+01 1.282799999999999940e+01
1.534200000000000053e+01 1.483600000000000030e+01
1.531600000000000072e+01 1.483300000000000018e+01
1.633900000000000219e+01 1.496700000000000053e+01
1.558600000000000030e+01 1.414600000000000080e+01
1.263400000000000034e+01 1.146899999999999942e+01
1.261499999999999844e+01 1.241499999999999915e+01
1.506299999999999883e+01 1.423799999999999955e+01
1.606700000000000017e+01 1.532600000000000051e+01
1.637600000000000122e+01 1.580000000000000071e+01
1.696199999999999974e+01 1.592200000000000060e+01
1.662100000000000222e+01 1.555700000000000038e+01
1.289199999999999946e+01 1.267099999999999937e+01
1.590199999999999925e+01 1.535399999999999920e+01
1.348199999999999932e+01 1.318399999999999928e+01
1.539199999999999946e+01 1.453999999999999915e+01
1.330799999999999983e+01 1.297899999999999920e+01
1.660699999999999932e+01 1.611700000000000088e+01
1.684799999999999898e+01 1.627499999999999858e+01
1.347300000000000075e+01 1.316600000000000037e+01
1.524799999999999933e+01 1.476900000000000013e+01
1.617299999999999827e+01 1.544999999999999929e+01
1.347499999999999964e+01 1.316300000000000026e+01
1.570300000000000118e+01 1.506900000000000084e+01
1.362100000000000044e+01 1.324600000000000044e+01
1.630600000000000094e+01 1.572700000000000031e+01
1.665800000000000125e+01 1.553100000000000058e+01
1.628800000000000026e+01 1.564400000000000013e+01
1.545199999999999996e+01 1.465000000000000036e+01
1.258500000000000085e+01 1.195199999999999996e+01
1.497000000000000064e+01 1.474000000000000021e+01
8.737999999999999545e+00 8.464999999999999858e+00
1.593399999999999928e+01 1.537599999999999945e+01
1.515399999999999991e+01 1.462599999999999945e+01
1.044099999999999895e+01 9.128999999999999559e+00
1.143700000000000117e+01 1.120100000000000051e+01
1.618599999999999994e+01 1.557699999999999996e+01
1.507500000000000107e+01 1.426200000000000045e+01
1.546700000000000053e+01 1.469500000000000028e+01
1.461999999999999922e+01 1.410399999999999920e+01
1.595700000000000074e+01 1.529199999999999982e+01
1.651800000000000068e+01 1.550000000000000000e+01
1.505400000000000027e+01 1.373799999999999955e+01
1.341000000000000014e+01 1.272700000000000031e+01
1.687300000000000111e+01 1.603800000000000026e+01
1.507199999999999918e+01 1.454499999999999993e+01
1.635200000000000031e+01 1.494899999999999984e+01
1.580899999999999928e+01 1.527899999999999991e+01
1.689300000000000068e+01 1.609900000000000020e+01
1.543599999999999994e+01 1.375200000000000067e+01
1.660399999999999920e+01 1.596199999999999974e+01
1.475400000000000134e+01 1.428100000000000058e+01
1.563300000000000090e+01 1.513400000000000034e+01
1.461399999999999899e+01 1.426999999999999957e+01
1.599799999999999933e+01 1.548700000000000010e+01
1.421500000000000163e+01 1.383500000000000085e+01
1.582600000000000051e+01 1.524099999999999966e+01
1.260899999999999999e+01 1.126399999999999935e+01
1.711699999999999733e+01 1.619099999999999895e+01
1.686100000000000065e+01 1.606899999999999906e+01
1.634100000000000108e+01 1.552599999999999980e+01
1.612299999999999756e+01 1.502399999999999913e+01
1.359900000000000020e+01 1.327500000000000036e+01
1.594999999999999929e+01 1.544899999999999984e+01
1.669800000000000040e+01 1.597499999999999964e+01
1.342099999999999937e+01 1.280199999999999960e+01
1.419200000000000017e+01 1.374000000000000021e+01
1.511999999999999922e+01 1.463499999999999979e+01
1.699499999999999744e+01 1.625499999999999901e+01
1.496400000000000041e+01 1.448000000000000043e+01
1.592200000000000060e+01 1.490099999999999980e+01
1.655700000000000216e+01 1.589300000000000068e+01
1.522499999999999964e+01 1.444200000000000017e+01
1.285800000000000054e+01 1.258000000000000007e+01
1.437000000000000099e+01 1.394400000000000084e+01
1.531400000000000006e+01 1.467699999999999960e+01
9.179999999999999716e+00 8.887999999999999901e+00
1.658300000000000196e+01 1.592500000000000071e+01
1.520199999999999996e+01 1.470400000000000063e+01
1.682599999999999696e+01 1.602499999999999858e+01
1.529100000000000037e+01 1.481799999999999962e+01
1.476199999999999868e+01 1.429299999999999926e+01
1.676700000000000301e+01 1.607400000000000162e+01
1.624099999999999966e+01 1.556799999999999962e+01
1.611700000000000088e+01 1.504899999999999949e+01
1.528800000000000026e+01 1.470100000000000051e+01
1.631500000000000128e+01 1.565900000000000070e+01
1.618299999999999983e+01 1.550799999999999912e+01
1.602599999999999980e+01 1.449300000000000033e+01
1.651099999999999923e+01 1.567800000000000082e+01
1.350699999999999967e+01 1.310200000000000031e+01
1.634799999999999898e+01 1.542600000000000016e+01
1.600400000000000134e+01 1.541399999999999970e+01
1.582099999999999973e+01 1.525999999999999979e+01
1.084800000000000075e+01 1.057900000000000063e+01
1.320700000000000074e+01 1.284900000000000020e+01
1.655499999999999972e+01 1.583699999999999974e+01
1.426900000000000013e+01 1.385899999999999999e+01
1.679800000000000182e+01 1.576500000000000057e+01
1.632199999999999918e+01 1.567099999999999937e+01
1.641300000000000026e+01 1.573199999999999932e+01
1.357800000000000118e+01 1.322600000000000087e+01
1.405099999999999838e+01 1.365199999999999925e+01
1.490600000000000058e+01 1.450200000000000067e+01
1.636200000000000188e+01 1.560100000000000087e+01
1.627799999999999869e+01 1.564100000000000001e+01
1.572200000000000131e+01 1.489300000000000068e+01
1.463900000000000112e+01 1.421000000000000085e+01
1.645599999999999952e+01 1.566499999999999915e+01
1.679499999999999815e+01 1.604799999999999827e+01
1.604200000000000159e+01 1.533000000000000007e+01
1.521799999999999997e+01 1.473799999999999955e+01
1.506799999999999962e+01 1.463499999999999979e+01
1.092300000000000004e+01 1.060200000000000031e+01
1.571699999999999875e+01 1.516099999999999959e+01
1.442500000000000071e+01 1.333200000000000074e+01
1.555999999999999872e+01 1.489899999999999913e+01
1.589799999999999969e+01 1.532000000000000028e+01
1.522800000000000153e+01 1.369400000000000084e+01
1.633099999999999952e+01 1.568399999999999928e+01
1.319599999999999973e+01 1.283900000000000041e+01
9.746999999999999886e+00 9.474999999999999645e+00
1.550900000000000034e+01 1.498900000000000077e+01
1.122499999999999964e+01 1.062599999999999945e+01
1.027999999999999936e+01 9.971999999999999531e+00
1.356400000000000006e+01 1.318299999999999983e+01
1.644099999999999895e+01 1.578999999999999915e+01
1.467600000000000016e+01 1.425399999999999956e+01
1.478099999999999881e+01 1.427999999999999936e+01
1.529399999999999871e+01 1.482199999999999918e+01
1.167500000000000071e+01 1.140700000000000003e+01
1.342500000000000071e+01 1.311700000000000088e+01
1.238100000000000023e+01 1.208000000000000007e+01
1.427499999999999858e+01 1.384099999999999930e+01
1.423399999999999999e+01 1.383799999999999919e+01
1.628999999999999915e+01 1.549000000000000021e+01
1.112199999999999989e+01 1.078500000000000014e+01
1.602700000000000102e+01 1.546899999999999942e+01
1.314899999999999913e+01 1.274499999999999922e+01
1.688000000000000256e+01 1.602400000000000091e+01
