objid,ra,dec,u,g,r,i,z
587730775483482303,322.65250974,12.194627,26.635559,23.796074,22.202341,21.315912,20.87393
587730775483482814,322.63339316,12.24348165,20.357613,19.098019,18.566944,18.386383,18.333904
587730775483482815,322.63270155,12.24347752,21.50647,20.306561,19.909794,19.792933,19.745571
587730775483482827,322.63357489,12.24519267,25.550598,23.840054,22.557146,21.945061,21.391279
587730775483482839,322.63112043,12.24868945,21.505608,20.675636,20.213043,20.125509,20.01388
587730775483482845,322.65251414,12.146495,24.760063,20.789225,19.274122,18.512377,18.09219
587730775483482854,322.65209807,12.13848135,22.690844,20.387821,18.879599,17.920103,17.41996
587730775483482881,322.65288093,12.14174173,23.668364,22.340752,21.667036,21.885544,21.065893
587730775483482898,322.65288737,12.14963528,22.183174,20.778793,20.098499,19.903273,19.626348
587730775483482907,322.65354493,12.18058465,20.679811,19.482378,18.886951,18.700579,18.573473
587730775483482909,322.65216691,12.17996242,21.790024,21.030659,20.601322,20.455544,20.480215
587730775483482917,322.63991018,12.2314483,20.257683,19.263992,18.877859,18.748035,18.634087
587730775483482918,322.64131715,12.23160268,24.805252,22.362675,21.733303,21.283796,21.506096
587730775483482930,322.64539544,12.21416322,22.399504,21.274284,20.719069,20.557833,20.141174
587730775483482939,322.65308505,12.16879653,21.075975,20.12645,19.757448,19.627785,19.53064
587730775483482940,322.65319967,12.16772874,21.803654,20.989456,20.551168,20.425287,20.334923
587730775483482946,322.65152932,12.19755694,21.374821,20.714102,20.243271,20.116776,19.932123
587730775483482955,322.65414906,12.17465225,22.456152,21.805332,21.435188,21.081928,20.750147
587730775483483565,322.640599,12.22831798,21.866333,21.078846,20.604374,20.392673,20.49514
587730775483483566,322.64150465,12.22750793,23.649675,22.455275,21.984009,21.818686,21.158461
587730775483483739,322.62365479,12.25982363,22.496584,21.72658,21.157658,20.992842,20.687113
587730775483483740,322.62451195,12.25985291,23.93438,23.087753,22.01516,22.011503,21.593048
587730775483483750,322.62625477,12.25311188,24.894276,22.924496,22.329319,21.892715,21.588995
587730775483483774,322.62756285,12.2555439,25.906395,23.072981,22.542683,22.324087,22.773558
587730775483483805,322.63844281,12.23417581,23.708693,21.994982,21.416067,21.384897,21.309669
587730775483483821,322.6549573,12.161354,22.052303,21.073502,20.591616,20.471886,20.496265
587730775483483822,322.65354375,12.1633988,22.555967,22.077942,21.400276,21.261,21.228008
587730775483483827,322.6546727,12.15898803,22.129799,21.657797,21.143036,20.855618,20.206179
587730775483483835,322.65269741,12.17316525,22.120642,21.222227,20.734598,20.653948,20.670832
587730775483483841,322.64408522,12.22292131,23.031996,21.755369,21.191729,21.023962,21.403528
587730775483483843,322.64727756,12.20794562,22.304035,21.042589,20.56233,20.43111,20.370415
587730775483483852,322.65456465,12.1719848,22.788467,22.219681,21.686918,21.45805,21.788456
587730775483483858,322.65268502,12.18695226,23.092367,22.163195,21.527943,21.177216,21.484665
587730775483483861,322.65332081,12.18479845,22.404856,21.452631,21.038712,20.789865,20.509827
587730775483483863,322.65005678,12.20319351,22.318459,21.423021,20.843233,20.816927,20.916376
587730775483483864,322.64982485,12.20225642,24.152443,22.73922,21.85976,21.831482,21.052673
587727223008133452,322.47075665,12.00478366,21.695181,19.497139,18.574146,18.185835,18.007307
587727223008133453,322.47171333,12.00286775,21.653906,20.865665,20.419535,20.236288,19.976393
587727223008133455,322.46928478,12.00399744,23.012093,21.585901,21.045677,20.857174,20.482241
587727223008133544,322.48876295,12.00325628,18.786333,17.487661,16.979725,16.777193,16.713608
587727223008133545,322.489544,12.00429079,22.21805,20.845991,20.507208,20.218557,20.237906
587727223008133553,322.49562848,12.00678744,19.771852,17.208996,15.837583,15.196826,14.858931
587727223008133554,322.49350736,12.00661578,20.967321,20.430311,20.007963,19.795609,19.840778
587727223008133555,322.49390615,12.00731034,21.46739,20.865007,21.245262,20.739246,20.563255
587727223008133558,322.49280122,12.0073355,22.191193,21.141735,20.768049,20.475073,20.712221
587727223008133559,322.49239049,12.00676388,24.326412,22.676653,22.353905,21.832418,22.077793
587727223008133605,322.5114111,12.00520023,16.243628,15.316921,15.987452,14.199202,13.722322
587727223008133606,322.51079004,12.00689299,24.975233,22.409937,20.541828,19.362713,18.365313
587727223008133607,322.50766443,12.00651371,22.838884,22.373976,21.81126,21.216436,21.232748
587727223008133608,322.51004956,12.00805607,25.903646,22.628149,21.736752,21.304323,21.339483
587727223008133901,322.44019213,12.01490014,21.454325,20.341318,19.768274,19.55644,19.370483
587727223008133903,322.44469267,12.01197568,20.221403,19.2204,18.872723,18.733644,18.737312
587727223008133904,322.44110773,12.01136527,21.123968,20.149324,19.853872,19.650293,19.620384
587727223008133905,322.44346228,12.01232854,22.962463,21.804195,21.330219,21.219418,20.558977
587727223008133906,322.44270225,12.01175691,23.97698,22.677029,22.243526,21.779533,21.406704
587727223008133934,322.44727409,12.00821668,20.542418,19.115835,18.441933,18.187191,18.072998
587727223008133935,322.44708792,12.00893039,23.94524,22.526243,21.996212,21.83357,21.270969
587727223008133936,322.44672356,12.01310303,21.548433,20.738331,20.375393,20.183723,20.077639
587727223008133954,322.45256437,12.01134645,24.534115,21.275623,19.860697,19.013985,18.604671
587727223008133955,322.45207428,12.01076701,21.563698,20.846287,20.362236,20.32773,20.13146
587727223008133956,322.45040489,12.0110148,23.52788,22.467764,22.074265,21.492548,22.200279
